company_id,industry,performance
/c/SBVwRwU0FwcNAhEOFSw=,Information Technology,7.750608301915444
/c/SBVwRwUbCR0cAAA=,Information Technology,1.0
/c/SBVwRwUY,Information Technology,
/c/SBVwRwQEOgAKDAkTHg==,Healthcare and Biotech,
/c/SBVwRxECCQQOHzoAGjAWAAc=,Information Technology,1.0
/c/SBVwRxM0EgkcGQA4Gz4aAAwABQoDETgUAAI+,Information Technology,
/c/SBVwRxMKAQEMDAk=,Information Technology,0.9414542530482706
/c/SBVwRxIDBBgK,Other,
/c/SBVwRxU0BwEAHgYOEzEXBBg=,Healthcare and Biotech,1.0
/c/SBVwRxcZOhsKDhAVHysN,Information Technology,3.976472372913555
/c/SBVwQFEYAAkc,Information Technology,
/c/SBVwQFAYETcfDBcGGzoABBk=,Information Technology,2.2353407218396
/c/SBVwQFM0EQ0MBQsIGjATGA==,Information Technology,
/c/SBVwQFRaOgwKChcCEyw=,Information Technology,0.0
/c/SBVwQFRfOgQGCwA4BTwdBAUGDRw=,Healthcare and Biotech,
/c/SBVwQFlbBwEAAAADHzwVDQ==,Healthcare and Biotech,0.46457057450862427
/c/SBVwQFlbBwEAAAADHzwVDTRXWF5c,Healthcare and Biotech,
/c/SBVwQAMKFg0MDBcC,Other,
/c/SBVwQAUOAhoKCBY=,Information Technology,1.0
/c/SBVwQAcCCwkBDgA=,Other,
/c/SBVwQAcEEAYLCBcUKTwVEQIRCQM=,Other,
/c/SBVwQAga,Information Technology,1.2307690106509215
/c/SBVwQBUOBgA=,Healthcare and Biotech,1.0
/c/SBVwQBkPDA8GGQQL,Information Technology,
/c/SBVwQVFbOhsbDBcTAy8H,Information Technology,
/c/SBVwQVFbFRA=,Other,5.948106321178773
/c/SBVwQVE0FQkdGQsCBCw=,Other,
/c/SBVwQVM=,Information Technology,0.0
/c/SBVwQQ0GAA0b,Information Technology,
/c/SBVwQlU0HTcCAhAJAj4dDzQTAQoaOgQXMx0HBBcGBgw=,Healthcare and Biotech,10.0
/c/SBVwQhMEEAYLHg==,Information Technology,
/c/SBVwQhIOCxsK,Information Technology,1.340303257872291
/c/SBVwQhUDCAkBDBUXBQ==,Information Technology,
/c/SBVwQ1AHBxs=,Information Technology,1.0
/c/SBVwQwMI,Information Technology,
/c/SBVwQwUCAgEbDAk=,Information Technology,
/c/SBVwTFU0UFk=,Other,
/c/SBVwTFcJChoLCBcU,Healthcare and Biotech,
/c/SBVwTD4fFwkMBjoCGCsREx8EAQEAAAkC,Other,0.0
/c/SBVwTAMKFg0wXw==,Information Technology,1.0
/c/SBVwTBUDOhoGAwI=,Information Technology,
/c/SBVwTBcI,Other,
/c/SBVwTBlTOgEBDg==,Other,
/c/SBVwTVFTOgwKGwwEEyw=,Information Technology,2.8856069142546734
/c/SBVwTVcFChobBQ==,Other,
/c/SBVwTVgPAA8dCAAUKTwBEh8KBQ==,Other,1.0
/c/SBVwTT4bCR0cMhYTAzsdDg==,Other,
/c/SBVwTQAG,Healthcare and Biotech,2.511041019353399
/c/SBVwKwAHOgMwCAsCBDUd,Other,
/c/SBVwKxQZBA==,Other,1.5927608454771396
/c/SBVwFVBbOgYKGRIIBDQH,Information Technology,3.448301432967669
/c/SBVwFVBZVhsWHhECGyw=,Information Technology,2.0773570732310467
/c/SBVwFVM0BwEAGQ0CBD4EBB4RAQwe,Healthcare and Biotech,1.6880784254920336
/c/SBVwFVI0BgcCABAJHzwVFQIKBhw=,Information Technology,1.4941209026697397
/c/SBVwFT4HBDcCAgcOGjo=,Information Technology,1.616971671388102
/c/SBVwFT4HDAYKMgoVAjcbEQoADAYOFg==,Healthcare and Biotech,
/c/SBVwFT4bOgUAAQkCBAAcDgcBAQEK,Other,
/c/SBVwFT4fOgMKDBcJEyY=,Other,
/c/SBVwFQA0EQ0OAA==,Other,
/c/SBVwFQAIBhwb,Information Technology,0.5842630695077135
/c/SBVwFQAA,Other,
/c/SBVwFQAHEQcwGAsOADoGEgIREQ==,Other,
/c/SBVwFQAbBg==,Other,
/c/SBVwFQAZAR4OHw4=,Information Technology,1.7716203707618765
/c/SBVwFQAZEw0KMgQUBTAXCAoRDRw=,Other,
/c/SBVwFQAdHAkwBQAGGisc,Healthcare and Biotech,
/c/SBVwFQM0EQkcGRw=,Information Technology,1.1279272712573003
/c/SBVwFQM0EwcDGwo=,Other,
/c/SBVwFQMKBgkwGQAEHjEbDQQCETAOChUGMAYAHwwHAQ==,Information Technology,
/c/SBVwFQMKDgk=,Information Technology,0.0
/c/SBVwFQMKCQQAAgs=,Other,0.0
/c/SBVwFQMKCQcBCDoFHzA=,Healthcare and Biotech,10.0
/c/SBVwFQMJABECAgoVKTIRBQIGCQMyDAkV,Healthcare and Biotech,1.5092592592592593
/c/SBVwFQMJABEBCBE=,Information Technology,
/c/SBVwFQMJChwb,Other,
/c/SBVwFQMJFwkbCAYP,Healthcare and Biotech,
/c/SBVwFQMJEwEK,Healthcare and Biotech,
/c/SBVwFQMI,Other,
/c/SBVwFQMIOlpfXFA=,Other,
/c/SBVwFQMIEBoA,Healthcare and Biotech,0.8163254927119633
/c/SBVwFQMOOls=,Information Technology,4.959995230662955
/c/SBVwFQMOBAUwDgoJBSoYFQILDzAAOhQSMSsDAwE=,Other,
/c/SBVwFQMOBwcABhY=,Other,
/c/SBVwFQMMAAYGFQ==,Healthcare and Biotech,0.47012819058687255
/c/SBVwFQMCAQ0wGQ0CBD4EBB4RAQwe,Healthcare and Biotech,
/c/SBVwFQMCCxwaHjoFHzA=,Healthcare and Biotech,0.0
/c/SBVwFQMCCgoAGQ==,Healthcare and Biotech,0.0
/c/SBVwFQMCCgQACgwEBQ==,Healthcare and Biotech,
/c/SBVwFQMCCgUKCQ==,Healthcare and Biotech,
/c/SBVwFQMCFwYKGQ==,Information Technology,3.4375
/c/SBVwFQMHOhsMBQoIGiw=,Information Technology,1.4139440991762144
/c/SBVwFQMHBBwGGwA4BTAYFB8MBwEe,Healthcare and Biotech,0.6030027385569399
/c/SBVwFQMHBBwGGwAUGTMBFQIKBhw=,Other,
/c/SBVwFQMHBBIKMhUPFy0ZAAgAHRsEBgYaLA==,Other,
/c/SBVwFQMHHAYX,Healthcare and Biotech,1.1266765330680508
/c/SBVwFQMFOgkCHwo=,Other,
/c/SBVwFQMFBAUdAg==,Other,
/c/SBVwFQMEEBwwBQAGBDsaDhw=,Information Technology,
/c/SBVwFQMEEBwwFAoS,Other,2.9750314609482613
/c/SBVwFQMEEBwaHjoIBDg=,Other,1.0
/c/SBVwFQMEEw0=,Information Technology,10.0
/c/SBVwFQMbFwc=,Healthcare and Biotech,1.0
/c/SBVwFQMZAAccMgcOGSwXCA4LCwoe,Healthcare and Biotech,
/c/SBVwFQMZDAQ=,Other,
/c/SBVwFQMfOgkcHgoEHz4ABBg=,Information Technology,
/c/SBVwFQMdDBwdAg==,Healthcare and Biotech,10.0
/c/SBVwFQMRAAYO,Healthcare and Biotech,0.9867028406429235
/c/SBVwFQIKBgEOMgYIGzIBDwIGCRsECgkF,Information Technology,7.883493141627653
/c/SBVwFQIKAQ0CFFRVRQ==,Information Technology,
/c/SBVwFQIIAAQwXFxfRQ==,Other,
/c/SBVwFQIIAAQO,Information Technology,0.6198684839099684
/c/SBVwFQIIAAQKHwQEEw==,Information Technology,1.0
/c/SBVwFQIIAAQKHwQTEwAQCAoCBgAeEQ4VLA==,Healthcare and Biotech,
/c/SBVwFQIIAAQKHwQTEzsRDx8EBA==,Information Technology,
/c/SBVwFQIIAAQKHwQTGS0rDQIDDTAeBg4TMRcENBUJHRkLAgQs,Information Technology,
/c/SBVwFQIIAAQKHwQTGS0XDhkV,Other,0.0
/c/SBVwFQIIAAQKHwoJKS8cABkICQ==,Healthcare and Biotech,1.8162408415259768
/c/SBVwFQIIAAQKGwAJAiw=,Information Technology,
/c/SBVwFQIIAAQDHjoTEzwcDwQJBwgEABQ=,Information Technology,
/c/SBVwFQIIAAQAHRY=,Information Technology,1.0
/c/SBVwFQIIAAQdFBY=,Information Technology,1.7483130241090146
/c/SBVwFQIIAAQdFBY4RG9EUA==,Other,
/c/SBVwFQIIAAYbGBcC,Information Technology,
/c/SBVwFQIIAAYbGBY4GzoQCAgEBA==,Information Technology,
/c/SBVwFQIIABoB,Information Technology,0.7128712871287128
/c/SBVwFQIIABscMgYLGSwBEw4=,Healthcare and Biotech,2.1460963814060467
/c/SBVwFQIIABscCwwJAjoXCQ==,Information Technology,3.277763099033182
/c/SBVwFQIICQkGADoAFzIREg==,Other,1.0
/c/SBVwFQIICQkdCAsT,Healthcare and Biotech,0.9604920167639655
/c/SBVwFQIICjccCAgOFTAaBR4GHAAf,Information Technology,1.4299690432497218
/c/SBVwFQIICh0BGQwJEQAHBA4B,Other,
/c/SBVwFQIIFw0LBAcLEw==,Information Technology,1.0
/c/SBVwFQIIFw0LBBECEgAcDgYANwMICwMTLQc+NAwGDDI=,Information Technology,1.0
/c/SBVwFQIIFw0bBBMCKTcRAAcRAA==,Other,1.0
/c/SBVwFQIIEQcBMhECFTcaDgcKDxY=,Other,
/c/SBVwFQIIEAMBAh0=,Information Technology,1.015625
/c/SBVwFQIIEAUKGRcOFSw=,Healthcare and Biotech,7.374126984126984
/c/SBVwFQIIEAUKGRcOFSwrAgQI,Healthcare and Biotech,1.0433117840909092
/c/SBVwFQIIEBoKGw==,Information Technology,1.008001758900746
/c/SBVwFQIIEBoGMgYeAjAZBB8AGhw=,Healthcare and Biotech,7.604189394896557
/c/SBVwFQIIEBoWAzpVRm5F,Healthcare and Biotech,1.0
/c/SBVwFQIOOgsAAAg=,Information Technology,1.0
/c/SBVwFQIOCREdBAs=,Healthcare and Biotech,5.188666666666666
/c/SBVwFQIOFzcbBQAVFy8RFB8MCxw=,Healthcare and Biotech,1.3848915087594869
/c/SBVwFQIOEREDAgs4BjcVEwYECwoYEQ4VPhgS,Healthcare and Biotech,5.6907658303174635
/c/SBVwFQIDBAcICAs=,Healthcare and Biotech,1.3636019463087248
/c/SBVwFQIDDAQDCBY4AjcREwoVDRoZDAQF,Healthcare and Biotech,1.8827331442388007
/c/SBVwFQIDDAQDBAoJKS8cABkICQwIEBMfPBUNGA==,Healthcare and Biotech,1.3131575
/c/SBVwFQICBwkLCAg4FTAZPh8X,Healthcare and Biotech,
/c/SBVwFQICABsODhQ=,Information Technology,
/c/SBVwFQICFzcNBAoUFTYRDwgAGw==,Healthcare and Biotech,
/c/SBVwFQIHBBoO,Healthcare and Biotech,4.2599686849163465
/c/SBVwFQIHBBoGHjoTHjoGABsAHRsEBhQ=,Healthcare and Biotech,3.385272393060595
/c/SBVwFQIHDAUO,Information Technology,1.0
/c/SBVwFQIEFwwOMhEPEy0VEQ4QHAYOFg==,Healthcare and Biotech,1.1077128537735847
/c/SBVwFQIEFwwfDBw=,Other,
/c/SBVwFQIEFwYcMgIVGSg=,Information Technology,7.4483135953909185
/c/SBVwFQIEEBsbBAY4RG9FWA==,Other,
/c/SBVwFQIEEBsbBAYGFDYb,Healthcare and Biotech,
/c/SBVwFQIaEAEcBAo=,Information Technology,
/c/SBVwFQIZAB8wDgQXHysVDQ==,Other,
/c/SBVwFQIZDB4AAw==,Healthcare and Biotech,2.76041669627841
/c/SBVwFQIZCgYWADoKEzsdADQMBgw=,Other,
/c/SBVwFQIZHAQGDjpVRm1H,Information Technology,
/c/SBVwFQIfOg==,Other,
/c/SBVwFQIfBDcBAgs4ADoGAwo=,Other,
/c/SBVwFQIfAAkZAg==,Information Technology,
/c/SBVwFQIfAAQwAAwEBDAHBAYM,Information Technology,5.185547213880548
/c/SBVwFQIfAAQGHjoJEysDDhkOGw==,Information Technology,3.7798329391528704
/c/SBVwFQIfDAkB,Information Technology,
/c/SBVwFQIfDA4GAg==,Information Technology,10.0
/c/SBVwFQIfDAUGFwA=,Information Technology,1.3213285327472128
/c/SBVwFQIfDAcBMhUPFy0ZAA==,Healthcare and Biotech,0.6930224019290849
/c/SBVwFQIfDAcBBBQ=,Information Technology,7.016491756552755
/c/SBVwFQIfDBwA,Information Technology,1.0
/c/SBVwFQIfDB4OGQA4RG9FVw==,Information Technology,
/c/SBVwFQIfDB4KDgQKBj4dBgU=,Information Technology,1.0
/c/SBVwFQIfDB4KDg0GBDgR,Information Technology,
/c/SBVwFQIfDB4KHgoSGg==,Information Technology,1.0
/c/SBVwFQIfDB4GHgwIGA==,Other,
/c/SBVwFQIfDB4cBAIJFzM=,Healthcare and Biotech,
/c/SBVwFQIfCgYOMhECFTcaDgcKDwYIFg==,Information Technology,1.7092474307628878
/c/SBVwFQIfFgcMBAQLKW1EUVI=,Other,
/c/SBVwFQIfEQcLDBw=,Information Technology,
/c/SBVwFQIfEAk=,Information Technology,
/c/SBVwFQIfEAkDMlcFTjw=,Information Technology,1.0
/c/SBVwFQIfEAkDMgAJEy0TGA==,Information Technology,1.0
/c/SBVwFQIfEAkDBB8CKSscBBkEGBY=,Healthcare and Biotech,0.0
/c/SBVwFQIfEAkDAAADBQ==,Healthcare and Biotech,0.37575892259914
/c/SBVwFQIfEAkbCA==,Information Technology,10.0
/c/SBVwFQIfEAkbCBEPEy0VEQ4QHAYOFg==,Healthcare and Biotech,2.381711399723256
/c/SBVwFQIfE1A=,Information Technology,1.0
/c/SBVwFQIeDBwWMhUPFy0ZAAgAHRsEBgYaLA==,Healthcare and Biotech,9.803346428571428
/c/SBVwFQIeDBwWDwwI,Healthcare and Biotech,2.62008756507315
/c/SBVwFQIeCjcbCAYPGDAYDgwMDRw=,Other,
/c/SBVwFQIeFhgHCBcC,Healthcare and Biotech,2.6587395591129224
/c/SBVwFQITDAcC,Other,
/c/SBVwFQU0DAYJGBYC,Information Technology,10.0
/c/SBVwFQU0Fh0CAAoU,Information Technology,1.0
/c/SBVwFQUKAgEAMhEPEy0VEQ4QHAYOFg==,Healthcare and Biotech,10.0
/c/SBVwFQUKCDdeVFxX,Other,
/c/SBVwFQUKCwkbCA==,Healthcare and Biotech,5.0000036666691114
/c/SBVwFQUKFRwwARw=,Information Technology,8.106470871260994
/c/SBVwFQUKFRwKDg==,Other,
/c/SBVwFQUKFRwGGwA4HzEHCAwNHBw=,Information Technology,1.4393028340552638
/c/SBVwFQUKFRwGGwAFHzAABAgN,Healthcare and Biotech,1.7710938294185599
/c/SBVwFQUKFRwGGwAXFysc,Other,
/c/SBVwFQUKFxIOMgcOGSwNEh8ABRw=,Healthcare and Biotech,0.7884438143837506
/c/SBVwFQUKEwEaAA==,Healthcare and Biotech,
/c/SBVwFQUKHBwaAA==,Information Technology,4.833149044737684
/c/SBVwFQUJEBEKHw==,Other,
/c/SBVwFQUIOhwHCBcGBjoBFQIGGw==,Healthcare and Biotech,
/c/SBVwFQUIBAwK,Information Technology,2.495554442468641
/c/SBVwFQUIDQ0CFA==,Information Technology,9.157783141829757
/c/SBVwFQUICjcfHwoDAzwAEg==,Other,
/c/SBVwFQUICgUCGAsGGg==,Other,
/c/SBVwFQUICgYGAgs4GzoQCAo6Dx0CEBc=,Information Technology,
/c/SBVwFQUPBB4AFQ==,Other,
/c/SBVwFQUPABgOHw==,Information Technology,5.389221556886228
/c/SBVwFQUPDBswCAsCBDgN,Other,
/c/SBVwFQUPCA0wDgoK,Other,
/c/SBVwFQUPCwcLCDoABDABEQ==,Other,
/c/SBVwFQUPFw0cHgQFGjo=,Information Technology,0.0
/c/SBVwFQUPFw0cHgQFGjorU1tUUQ==,Information Technology,
/c/SBVwFQUPEQAGHg==,Information Technology,4.514139670477629
/c/SBVwFQUOOgEBGQAVGD4XCAQLCQMyAB8VPhg=,Information Technology,0.0
/c/SBVwFQUOBgY=,Information Technology,
/c/SBVwFQUOCQkZAgwEEw==,Information Technology,
/c/SBVwFQUOCRgHBAY4GzAWCAcA,Information Technology,4.904484879389226
/c/SBVwFQUOCA0=,Information Technology,
/c/SBVwFQUOCg==,Other,
/c/SBVwFQUOFRwGDA==,Information Technology,0.188508655126498
/c/SBVwFQUOFRwdDA==,Information Technology,1.0
/c/SBVwFQUOFhwAMhECFTcaDgcKDwYIFg==,Information Technology,0.9453289506691963
/c/SBVwFQUNChoMCA==,Information Technology,10.0
/c/SBVwFQUMDAQK,Information Technology,1.0
/c/SBVwFQUMFwcE,Information Technology,3.500000233333349
/c/SBVwFQUDBBsH,Information Technology,0.0
/c/SBVwFQUDBB8EMggOFS0bEhIWHAoAFg==,Other,
/c/SBVwFQUDABoOMg0CFzMACQ==,Healthcare and Biotech,
/c/SBVwFQUCBg0bDwwI,Healthcare and Biotech,7.144926708298744
/c/SBVwFQUCBg0bDwwIKTwbDA==,Healthcare and Biotech,0.926966283707865
/c/SBVwFQUCAQkc,Other,
/c/SBVwFQUCAxE=,Information Technology,6.868417220006938
/c/SBVwFQUCAgEMDA0CFzMACQ==,Other,1.0
/c/SBVwFQUCCAkN,Healthcare and Biotech,10.0
/c/SBVwFQUCFB0GGQ==,Healthcare and Biotech,
/c/SBVwFQUBCgEBCAE4FTAaEh4JHAYDAg==,Information Technology,1.0
/c/SBVwFQUHDA8HGQsOGDg=,Information Technology,1.1528478248236431
/c/SBVwFQUGBDcNBAoLGTgdAhg=,Healthcare and Biotech,
/c/SBVwFQUGBBoZCAk=,Information Technology,0.5520232957252043
/c/SBVwFQUGDBoOARY4FD4aCg==,Other,
/c/SBVwFQUGCgowXVVW,Other,
/c/SBVwFQUGCgoGGBY=,Information Technology,1.0
/c/SBVwFQUFAAkd,Information Technology,1.0
/c/SBVwFQUFABAaHg==,Healthcare and Biotech,0.17089953686932582
/c/SBVwFQUEBw0=,Information Technology,
/c/SBVwFQUEBw0wHhwUAjoZEg==,Information Technology,4.35396665374176
/c/SBVwFQUECQcd,Healthcare and Biotech,4.647233341598415
/c/SBVwFQUEFRwCCAQXBg==,Information Technology,
/c/SBVwFQUEFw0wAAA=,Other,2.6041031951287392
/c/SBVwFQUb,Information Technology,
/c/SBVwFQUbBBoDAhc=,Information Technology,
/c/SBVwFQUbDBgK,Information Technology,
/c/SBVwFQUaEAEMBg==,Information Technology,1.4569525165562913
/c/SBVwFQUZAAkLFA==,Information Technology,
/c/SBVwFQUZCgsECBE=,Information Technology,
/c/SBVwFQUYBA4KAAADHz4=,Information Technology,2.325964277137935
/c/SBVwFQUfFwkB,Information Technology,
/c/SBVwFQUeFwcwDwwIAjoXCQ==,Healthcare and Biotech,0.15394377708644502
/c/SBVwFQUdBDcNBAoTEzwcDwQJBwgU,Healthcare and Biotech,
/c/SBVwFQUdBAYMCAE4FDYbCQ4EBAYDAg==,Healthcare and Biotech,0.6795135402728761
/c/SBVwFQUdBAYMCAE4FDYbDwIGGw==,Healthcare and Biotech,
/c/SBVwFQUdBAYMCAE4EDAGDAILDzAfABQTPgYCAzoLCgMRFRMAFQcZBg==,Other,
/c/SBVwFQUdBAYMCAE4HzEcAAcEHAYCCzgEOgcEChcLBw==,Healthcare and Biotech,
/c/SBVwFQUdBAYMCAE4GzYXEwQHHQ0PCQIF,Healthcare and Biotech,0.0
/c/SBVwFQUdBAYMCAE4GzAWCAcMHBYyFwIFOhUTCA03DgMBOBI6AgQHChgCCAsTKT4ZEw86BBsJ,Other,1.0
/c/SBVwFQUdBAYMCAE4BjADBBk6GB0CDwIVKwc=,Other,0.0
/c/SBVwFQUdBAYMCAE4Bi0VAh8MCwoyFhMEPgAEDAwNHA==,Information Technology,1.0
/c/SBVwFQUdBAYMCAE4Bi0bBR4GHAYCCzgXMRA+BwoJCwQLACkvGAI0BBgD,Other,1.0
/c/SBVwFQUdBAYMCAE4BSsRDx86HAoODQkZMxsGAgAb,Other,
/c/SBVwFQUdBAYMCAE4ADYHCAQLNxsIBg8YMBgODBw=,Other,
/c/SBVwFQUdBAYMBAAJFTo=,Other,
/c/SBVwFQUdAAYbMhYTAzsdDhg=,Information Technology,
/c/SBVwFQUdABoGGRw=,Information Technology,
/c/SBVwFQUdABobBBYCKTwbDA==,Other,
/c/SBVwFQUdABobBBYOGDgrAA8KCgo=,Information Technology,
/c/SBVwFQUdABobAhce,Information Technology,
/c/SBVwFQUdDA==,Other,
/c/SBVwFQUdDAcBMgwJFQ==,Information Technology,1.0
/c/SBVwFQUdDBsAHzoABDABEQ==,Information Technology,
/c/SBVwFQUdDBsd,Information Technology,2.3468053114370435
/c/SBVwFQUdCAMb,Information Technology,0.35237038954326927
/c/SBVwFQUcAA0E,Information Technology,
/c/SBVwFQUSBBgfCBc4FTAZ,Information Technology,10.0
/c/SBVwFQUSAAY=,Information Technology,3.8385700484578944
/c/SBVwFQUSFRwOGQwIGA==,Healthcare and Biotech,0.0
/c/SBVwFQQ0VFFWVA==,Information Technology,1.0
/c/SBVwFQQMABoGAgs4BjcVEwYECwoYEQ4VPhgS,Healthcare and Biotech,1.7903161764705882
/c/SBVwFQQMDBswHhAVETYXAAc=,Healthcare and Biotech,0.0
/c/SBVwFQQMCQ0wBQAGGiscPhsEGhsDABUF,Information Technology,5.2499970000015
/c/SBVwFQQMCQ0OMgcOGSscBBkEGAoYEQ4VLA==,Healthcare and Biotech,2.7326254400471757
/c/SBVwFQQHCQkwCQQTFwAdDwg=,Information Technology,3.478982088460999
/c/SBVwFQQZBDcbBQAVFy8RFB8MCxw=,Healthcare and Biotech,
/c/SBVwFQQZDAkDChAGBDs=,Information Technology,
/c/SBVwFQQZDA0wHQ0GBDIVAg4QHAYOBAsF,Healthcare and Biotech,1.281107671176796
/c/SBVwFQQZDAcBMgcOGSwXCA4LCwo=,Healthcare and Biotech,
/c/SBVwFQQZCwYAGwQ4FzoGDhgVCQwI,Other,1.318931045589965
/c/SBVwFQQZCg8KAw==,Healthcare and Biotech,2.5962217316331127
/c/SBVwFQQZCgAGGwA4GDoAFgQXAxw=,Information Technology,3.4097965754020687
/c/SBVwFQQZChsHAhEU,Healthcare and Biotech,1.0
/c/SBVwFQQZChsGAxE=,Information Technology,1.384141740827345
/c/SBVwFQQZChsfDAYC,Other,
/c/SBVwFQQZChsbDBEC,Information Technology,0.0
/c/SBVwFQQZChsaHwIOFT4Y,Healthcare and Biotech,
/c/SBVwFQQZFQEAMgYIGw==,Healthcare and Biotech,4.343097266824816
/c/SBVwFQQZEgkZCA==,Healthcare and Biotech,1.0
/c/SBVwFQQYBgkfCA==,Healthcare and Biotech,2.925040869767987
/c/SBVwFQQYBh0DDBU=,Other,
/c/SBVwFQQYEQAKHwQ4FTAGEQQXCRsECgk=,Healthcare and Biotech,5.422647527910685
/c/SBVwFQQfDQ0dMgILGT0VDTQMBgECEwYCNhsPGA==,Other,
/c/SBVwFQQfDQ0dMhYeBSsRDBg=,Information Technology,10.0
/c/SBVwFQQfDQ0dDwwI,Healthcare and Biotech,1.0100334949832777
/c/SBVwFQQfDQ0dGgoVHSwrU1tUWA==,Other,
/c/SBVwFQQfCwkwAQwBEwAQCBgECgYBDBMPABYUGAwGCh4W,Other,
/c/SBVwFQQSADcGAwY=,Other,9.22258389261353
/c/SBVwFQcIOhwAHwoJAjA=,Other,
/c/SBVwFQcNAAsbGBcC,Information Technology,0.0
/c/SBVwFQcNABoKAxE4BjcVEwYECwoYEQ4VPhgS,Healthcare and Biotech,1.757812376953125
/c/SBVwFQcNDAQGDBECEgAXDgYVHRsIFzgFOgYXAgYNHA==,Other,
/c/SBVwFQcNDAUKCToTHjoGABsAHRsEBhQ=,Healthcare and Biotech,1.0873566302158408
/c/SBVwFQcNDAYGGQQU,Information Technology,
/c/SBVwFQcNDAYGGRw4HjoVDR8NNx8BBAk=,Other,
/c/SBVwFQcNDAYGGRwLFz0H,Other,4.066666666666666
/c/SBVwFQcNDAYBAhMG,Information Technology,1.0
/c/SBVwFQcNDBoC,Information Technology,6.543571651627652
/c/SBVwFQcNDBoCCAE4GDoAFgQXAxw=,Information Technology,9.950962283886751
/c/SBVwFQcNChoLBBE4FTAZ,Information Technology,1.0
/c/SBVwFQcNHAECABAJEwAACQ4XCR8IEBMfPAc=,Healthcare and Biotech,5.060014257433624
/c/SBVwFQcNHAUOFQ==,Healthcare and Biotech,0.4630113141862489
/c/SBVwFQcNHAUKGRcODg==,Healthcare and Biotech,
/c/SBVwFQcCCQEOHg==,Other,
/c/SBVwFQcCCAkMBQAEHQ==,Healthcare and Biotech,0.0
/c/SBVwFQcGAAwGDgQ=,Healthcare and Biotech,1.0
/c/SBVwFQcZBBAGHg==,Healthcare and Biotech,6.2611607159598215
/c/SBVwFQcfABocBQoIAg==,Information Technology,
/c/SBVwFQYKCQECABAJEw==,Healthcare and Biotech,
/c/SBVwFQYKEgE=,Information Technology,0.9252361678171853
/c/SBVwFQYIETcNBAo=,Healthcare and Biotech,
/c/SBVwFQYOOgcJMgkCFy0aCAUC,Information Technology,1.0
