person_id,company_id,performance,education_tier,education_level_score,industry,is_founder_of_target,label_company_id,label_max_founder_multiple,label_company_founded_year,label_company_industry,company_founded,label
SAZwAA4GBBsVMgQUEzwfCA==,SBVwBA4HEQEcHg==,0.0,1.0,4.0,Healthcare and Biotech,True,SBVwBA4HEQEcHg==,0.0,2015.0,Healthcare and Biotech,2015.0,0
SAZwAA4GBDcAHxECBA==,SBVwFRcOCxwO,0.0,3.0,3.0,Information Technology,True,SBVwFRcOCxwO,0.0,2013.0,Information Technology,2013.0,0
SAZwAA4GCAkcAjoXGTMdBBkKN19dVA==,SBVwBBMEEQ0cAg==,,1.0,3.0,Other,True,SBVwBBMEEQ0cAg==,0.0,2022.0,Other,2022.0,0
SAZwAA4GCAkcMgQVGD0N,SBVwBAAYFgQW,10.0,3.0,3.0,Information Technology,True,SBVwBAAYFgQW,37.2036307311119,2010.0,Information Technology,2010.0,3
SAZwAA4GCBEwCQQDEjAaDg==,SBVwBAAYFgQW,10.0,3.0,3.0,Information Technology,True,SBVwBAAYFgQW,37.2036307311119,2010.0,Information Technology,2010.0,3
SAZwAA4GCBEwChAI,SBVwFQgZAxoAAxE=,,1.0,5.0,Information Technology,True,SBVwFQgZAxoAAxE=,0.0,2024.0,Information Technology,2024.0,0
SAZwAA4GCBEwGwwTFToAGw==,SBVwEAgFOhsbCAgKEw==,0.0,2.0,5.0,Information Technology,True,SBVwEAgFOhsbCAgKEw==,0.0,2020.0,Information Technology,2020.0,0
SAZwAA4GDDcFAhAPAjY=,SBVwERECBhoWHhEGGiw=,,3.0,1.0,Other,True,SBVwERECBhoWHhEGGiw=,0.0,2003.0,Other,2003.0,0
SAZwAA4GOg0OHwkCBQ==,SBVwFQ0NBAQGCg0T,0.8116504854368932,2.0,4.0,Other,True,SBVwFQ0NBAQGCg0T,0.0023012982207019,1998.0,Other,1998.0,0
SAZwAA4GOg0ZHgkOGA==,SBVwHRUTBjcMAhcXGS0VFQIKBg==,10.0,4.0,5.0,Information Technology,True,SBVwHRUTBjcMAhcXGS0VFQIKBg==,33.793669466053885,1997.0,Information Technology,1997.0,3
SAZwAA4GOg4dDAsEHTo=,SBVwDAIEEAYbCBc=,1.6893260306258826,1.0,5.0,Other,True,SBVwDAIEEAYbCBc=,2.5280366222908444,1997.0,Other,1997.0,1
SAZwAA4GOg8ACwM=,SBVwHwQZBw0dAhY4Gzs=,3.7106610454777647,2.0,4.0,Healthcare and Biotech,True,SBVwHwQZBw0dAhY4Gzs=,4.938789464018812,2001.0,Healthcare and Biotech,2001.0,1
SAZwAA4GOg8GAQkCDw==,SBVwAggPBB4KCA==,0.309375,4.0,5.0,Information Technology,True,SBVwAggPBB4KCA==,0.315542400835464,2004.0,Information Technology,2004.0,0
SAZwAA4GOg8dBAMBHyscEg==,SBVwEgAFAR0KAQ==,0.8377810744555914,2.0,3.0,Other,True,SBVwEgAFAR0KAQ==,26.85709684797677,2007.0,Other,2007.0,3
SAZwAA4GOgAKBAcCGg==,SBVwAREcChoE,2.161151574107143,3.0,5.0,Information Technology,True,SBVwAREcChoE,2.0285192031978,2014.0,Information Technology,2014.0,1
SAZwAA4GOgQGMg8OFzETPhsNNws=,SBVwAA4eBgAFCBE=,1.0,1.0,4.0,Information Technology,True,SBVwAA4eBgAFCBE=,0.0,2013.0,Information Technology,2013.0,0
SAZwAA4GOgoKAwsCAisrUVtU,SBVwBA4FAV0=,1.0,2.0,2.0,Other,True,SBVwBA4FAV0=,61.40724664257673,2006.0,Other,2006.0,4
SAZwAA4GOgoOHxAEHg==,SBVwGQgIFwcYDBMCKSsRAgMLBwMCAh4pNhoC,9.075158361486489,1.0,2.0,Information Technology,True,SBVwGQgIFwcYDBMCKSsRAgMLBwMCAh4pNhoC,0.2892709687408672,1982.0,Information Technology,1982.0,0
SAZwAA4GOgsAHxECBTo=,SBVwBAQHChwAAzoOGCsREwoGHAYbAA==,10.0,5.0,3.0,Other,True,SBVwBAQHChwAAzoOGCsREwoGHAYbAA==,77.54301164685444,2012.0,Other,2012.0,4
SAZwAA4GOh8KDBMCBA==,SBVwEg0SEQ==,6.592640624308139,2.0,3.0,Information Technology,True,SBVwEg0SEQ==,1.0500092116816229,2013.0,Information Technology,2013.0,0
SAZwAA4GOh8KDBMCBABEUVg=,SBVwEg0SEQ==,6.592640624308139,3.0,4.0,Information Technology,True,SBVwEg0SEQ==,1.0500092116816229,2013.0,Information Technology,2013.0,0
SAZwAA4GOhIOGgQEHTY=,SBVwGAQGCgYOCQA=,10.0,1.0,4.0,Information Technology,True,SBVwGAQGCgYOCQA=,29.564669882814176,2015.0,Information Technology,2015.0,3
SAZwAA4GOhoaHhE=,SBVwGgAFCgsHBBU=,0.1891220020833261,1.0,4.0,Information Technology,True,SBVwGgAFCgsHBBU=,0.0,1996.0,Information Technology,1996.0,0
SAZwAA4GOhsMDBcFGS0bFAwN,SBVwFgQYEQoGCToGEToaAhI=,2.1304999274402823,2.0,5.0,Information Technology,True,SBVwFgQYEQoGCToGEToaAhI=,0.0,2018.0,Information Technology,2018.0,0
SAZwAA4GOhsbCAwJHTo=,SBVwAgQYFgEXMhMGBTwBDQoX,3.564,1.0,2.0,Healthcare and Biotech,True,SBVwAgQYFgEXMhMGBTwBDQoX,8.677888221762911,2003.0,Healthcare and Biotech,2003.0,2
SAZwAA4GOhwOBBcG,SBVwABMeAAsOHw==,1.1704330170004809,2.0,4.0,Information Technology,True,SBVwABMeAAsOHw==,1.7356253578978762,2005.0,Information Technology,2005.0,1
SAZwAA4HBxEwBRAJAg==,SBVwAwQHDA4b,,3.0,1.0,Information Technology,True,SBVwAwQHDA4b,0.0,2020.0,Information Technology,2020.0,0
SAZwAA4JDAkcMhICFD0rUVtU,SBVwHQ8YAAsbDwwIAjoXCTRXWF1e,,3.0,3.0,Information Technology,True,SBVwHQ8YAAsbDwwIAjoXCTRXWF1e,0.0,2023.0,Information Technology,2023.0,0
SAZwAA4JHDcDCBIOBQ==,SBVwGg4dEAUwBAsUHzgcFRg=,2.771410482934303,5.0,3.0,Information Technology,True,SBVwGg4dEAUwBAsUHzgcFRg=,0.0,2016.0,Information Technology,2016.0,0
SAZwAA4PATcCDAYMFzMY,SBVwBAAYFgQW,10.0,3.0,5.0,Information Technology,True,SBVwBAAYFgQW,37.2036307311119,2010.0,Information Technology,2010.0,3
SAZwAA4PATcDCBMe,SBVwFggfCRE=,3.9659763251838775,1.0,2.0,Information Technology,True,SBVwFggfCRE=,4.232245697671639,2008.0,Information Technology,2008.0,1
SAZwAA4PATcHDAgOGisbDw==,SBVwEwQfDwcWHQQD,,1.0,3.0,Information Technology,True,SBVwEwQfDwcWHQQD,0.0,2011.0,Information Technology,2011.0,0
SAZwAA4PATcIGAsTHjoG,SBVwBAgRHwkwDgkSFAATAAYAGw==,0.0,2.0,4.0,Information Technology,True,SBVwBAgRHwkwDgkSFAATAAYAGw==,0.0,2020.0,Information Technology,2020.0,0
SAZwAA4PATcKHRULEw==,SBVwEAQfABoCBAsC,0.2116290983606557,3.0,5.0,Information Technology,True,SBVwEAQfABoCBAsC,0.0220592290046176,1999.0,Information Technology,1999.0,0
SAZwAA4PATcLGAsJHzET,SBVwFg0eAAoKHxceHjAZBA==,,2.0,3.0,Information Technology,True,SBVwFg0eAAoKHxceHjAZBA==,0.0,2015.0,Information Technology,2015.0,0
SAZwAA4PATcNHwAJGD4a,SBVwFggfXA==,3.656793118458483,2.0,4.0,Information Technology,True,SBVwFggfXA==,19.628713609392232,2002.0,Information Technology,2002.0,3
SAZwAA4PATcYCAwJFDoGBg==,SBVwDQQHFQ==,10.0,5.0,3.0,Other,True,SBVwDQQHFQ==,191.8797284003168,2004.0,Other,2004.0,5
SAZwAA4PATcYDAIJEy0=,SBVwFhMEBAwMDBYTKTwbDA==,2.745459648659358,2.0,5.0,Other,True,SBVwFhMEBAwMDBYTKTwbDA==,2.488404566055189,1995.0,Other,1995.0,1
SAZwAA4PATcZCBcJGTE=,SBVwFwAZABgKAwISHzE=,0.0,1.0,3.0,Healthcare and Biotech,True,SBVwFwAZABgKAwISHzE=,0.0,2020.0,Healthcare and Biotech,2020.0,0
SAZwAA4PATcfDBcM,SBVwFwAYEQQGCg0TKTcRAAcRAA==,10.0,4.0,4.0,Healthcare and Biotech,True,SBVwFwAYEQQGCg0TKTcRAAcRAA==,104.26247895642751,2008.0,Healthcare and Biotech,2008.0,4
SAZwAA4PATcfHwwEEwBEUVo=,SBVwBAAMADcZDBALAgAdDwg=,1.2222236096830847,1.0,3.0,Information Technology,True,SBVwBAAMADcZDBALAgAdDwg=,1.1420754168562937,2013.0,Information Technology,2013.0,0
SAZwAA4POgQOAAcCBCs=,SBVwBxgGBwEAAw==,1.0824626865671645,1.0,3.0,Healthcare and Biotech,True,SBVwBxgGBwEAAw==,2.6340651494894516,1995.0,Healthcare and Biotech,1995.0,1
SAZwAA4POhgKHxce,SBVwBBQHCAkbHwwf,0.8812372813435512,1.0,3.0,Healthcare and Biotech,True,SBVwBBQHCAkbHwwf,0.2724968675049037,2003.0,Healthcare and Biotech,2003.0,0
SAZwAA4ZFhwKAzoLDzAa,SBVwAgQZBAYwAAADHzwVDTQRDQwFCwgaMBMIDhY3BgMG,0.9788304906304124,4.0,4.0,Healthcare and Biotech,True,SBVwAgQZBAYwAAADHzwVDTQRDQwFCwgaMBMIDhY3BgMG,8.813885563462806,2005.0,Healthcare and Biotech,2005.0,2
SAZwAA4eAwEECDoMFzEbFAUM,SBVwEg4eCxwwGQ0CBD4EBB4RAQweOgsaPA==,3.598618784530386,5.0,3.0,Healthcare and Biotech,True,SBVwEg4eCxwwGQ0CBD4EBB4RAQweOgsaPA==,3.655018673831979,2018.0,Healthcare and Biotech,2018.0,1
SAZwAAAFABowCQQAEjoYBAU=,SBVwAQ8CEQ0=,1.0,1.0,3.0,Healthcare and Biotech,True,SBVwAQ8CEQ0=,0.0,2015.0,Healthcare and Biotech,2015.0,0
SAZwAAAFABowDA4EGTQ=,SBVwFREbBAYOARwTHzwH,1.0,1.0,3.0,Information Technology,True,SBVwFREbBAYOARwTHzwH,0.0,2015.0,Information Technology,2015.0,0
SAZwAAAFChowBQoDEToH,SBVwGxYHABw=,1.9469877020190016,3.0,5.0,Healthcare and Biotech,True,SBVwGxYHABw=,15.627943577845288,2013.0,Healthcare and Biotech,2013.0,2
SAZwAAAFEw0KHzoUHj4GCA0=,SBVwAg4bDB0C,0.1875984939826755,4.0,4.0,Information Technology,True,SBVwAg4bDB0C,0.1802918295785693,2006.0,Information Technology,2006.0,0
SAZwAAAFEwEwCgQJET4Y,SBVwBxQZAg0dFAADAw==,,4.0,4.0,Information Technology,True,SBVwBxQZAg0dFAADAw==,0.0,2013.0,Information Technology,2013.0,0
SAZwAAAFHAkwAAAJEzEQBBE=,SBVwBw8EEgoOAQk4AToVDR8N,0.0,3.0,4.0,Information Technology,True,SBVwBw8EEgoOAQk4AToVDR8N,0.0,2018.0,Information Technology,2018.0,0
SAZwAAAGBBswAQoEHjoG,SBVwBggYDAYIMgAEGQ==,0.0,1.0,4.0,Other,True,SBVwBggYDAYIMgAEGQ==,0.0,2021.0,Other,2021.0,0
SAZwAAAGDBowBgoEHg==,SBVwEA4fCgUG,4.332117055697751,3.0,4.0,Information Technology,True,SBVwEA4fCgUG,35.42791659992451,2000.0,Information Technology,2000.0,3
SAZwAAAHOg8AAQQJKW9EUA==,SBVwGxQfABoBCBEU,0.0,1.0,3.0,Information Technology,True,SBVwGxQfABoBCBEU,0.0,2016.0,Information Technology,2016.0,0
SAZwAAAHOhsHAgkMGj4EEQ4X,SBVwBA4CCxwcAhAVFToEDhwAGg==,0.892454357900905,4.0,4.0,Other,True,SBVwBA4CCxwcAhAVFToEDhwAGg==,0.0,2008.0,Other,2008.0,0
SAZwAAAHOhsMBRIGBCsOPhsNNws=,SBVwERkbBAYLMgcCDzAaBQ==,0.0720130935075533,5.0,3.0,Information Technology,True,SBVwERkbBAYLMgcCDzAaBQ==,0.0630300200166965,2000.0,Information Technology,2000.0,0
SAZwAAASCQcdMhAKBjcGBBIW,SBVwDhQHDA==,0.0,1.0,4.0,Other,True,SBVwDhQHDA==,0.0,2012.0,Other,2012.0,0
SAZwAAAYFgcwDBcADy0bEg==,SBVwEAAfBDcKAQwTEw==,0.0,4.0,2.0,Information Technology,True,SBVwEAAfBDcKAQwTEw==,0.0,2013.0,Information Technology,2013.0,0
SAZwAAAZAAMwHg0CBDYS,SBVwGQQPDAwOGQQ4BTAYFB8MBwEe,10.0,4.0,4.0,Healthcare and Biotech,True,SBVwGQQPDAwOGQQ4BTAYFB8MBwEe,50.21187998179446,1999.0,Healthcare and Biotech,1999.0,3
SAZwAAAZBBswBgoRFzMXCR4O,SBVwBxcCERsbFAkC,,5.0,5.0,Other,True,SBVwBxcCERsbFAkC,0.0,2012.0,Other,2012.0,0
SAZwAAAZBBswHwoDAiwRFxIGAA==,SBVwBxcCERsbFAkC,,1.0,3.0,Other,True,SBVwBxcCERsbFAkC,0.0,2012.0,Other,2012.0,0
SAZwAAAZCjcEAhYSET4=,SBVwFQ8KFQQOAw==,10.0,2.0,4.0,Information Technology,True,SBVwFQ8KFQQOAw==,60.76871437179342,2006.0,Information Technology,2006.0,4
SAZwAAAZDA8wBQwLFzM=,SBVwAwgfDQUABwQ=,0.0,1.0,3.0,Information Technology,True,SBVwAwgfDQUABwQ=,0.0,2019.0,Information Technology,2019.0,0
SAZwAAAZDAMwAAwGGA==,SBVwGA4SBAQIAg==,,2.0,3.0,Other,True,SBVwGA4SBAQIAg==,0.0,2017.0,Other,2017.0,0
SAZwAAAZDBwwHwQIKTwcAAAXCRkCFxMf,SBVwFw4FEQ0XGToOGCwdBgMRGw==,1.0,1.0,5.0,Information Technology,True,SBVwFw4FEQ0XGToOGCwdBgMRGw==,0.0,2017.0,Information Technology,2017.0,0
SAZwAAAcAwEEMg0GGzIbFA8=,SBVwFwgfBAwAAw==,6.40580208258582,2.0,5.0,Information Technology,True,SBVwFwgfBAwAAw==,0.1621934579583286,1996.0,Information Technology,1996.0,0
SAZwAAAfDAkBDDoJGSkbEg4JHBwIEwY=,SBVwRxM0EgkcGQA4Gz4aAAwABQoDETgUAAI+,,1.0,5.0,Information Technology,True,SBVwRxM0EgkcGQA4Gz4aAAwABQoDETgUAAI+,0.0,2014.0,Information Technology,2014.0,0
SAZwAAQEOhgHDAg=,SBVwBAAYFgQW,10.0,1.0,5.0,Information Technology,True,SBVwBAAYFgQW,37.2036307311119,2010.0,Information Technology,2010.0,3
SAZwAAQKCDcdCAsBAg==,SBVwBgQFAxw=,0.0,5.0,3.0,Information Technology,True,SBVwBgQFAxw=,0.0,2020.0,Information Technology,2020.0,0
SAZwAAQOCB0wGQQMFzMV,SBVwFREbHwEAMjo4EzETAAwMBggyAB8GOgYIDgsLCh4=,0.0,5.0,3.0,Information Technology,True,SBVwFREbHwEAMjo4EzETAAwMBggyAB8GOgYIDgsLCh4=,0.0,2014.0,Information Technology,2014.0,0
SAZwAAQPOg8dGAcF,SBVwEg4EARsfAhETHzET,0.8804115430933497,3.0,3.0,Other,True,SBVwEg4EARsfAhETHzET,0.8792280201088958,2009.0,Other,2009.0,0
SAZwAAQPOgAA,SBVwEwgMBAUAAw==,6.557611842903892,5.0,4.0,Information Technology,True,SBVwEwgMBAUAAw==,7.074826431755502,2004.0,Information Technology,2004.0,2
SAZwAAQPOgIaAQwGGA==,SBVwFw5YOhsWHhECGyw=,1.3579317812669196,4.0,1.0,Information Technology,True,SBVwFw5YOhsWHhECGyw=,7.871747159114969,2010.0,Information Technology,2010.0,2
SAZwAAQPOgkdGRY=,SBVwHRIECQkbBAoJKSwXCA4LCwoe,,1.0,5.0,Other,True,SBVwHRIECQkbBAoJKSwXCA4LCwoe,0.0,2006.0,Other,2006.0,0
SAZwAAQPOhsHCBcAFzMdEjQVADAJ,SBVwAAkCCwMwCgQKHzET,0.0,2.0,5.0,Information Technology,True,SBVwAAkCCwMwCgQKHzET,0.0,2013.0,Information Technology,2013.0,0
SAZwAAQPOhsMBRcIEzsREw==,SBVwDgAdBAYbCDoTHjoGABsAHRsEBhQ=,0.4950446455606932,3.0,3.0,Healthcare and Biotech,True,SBVwDgAdBAYbCDoTHjoGABsAHRsEBhQ=,0.523903862607418,2015.0,Healthcare and Biotech,2015.0,0
SAZwAAQPOhsMBRcIEzsREzRVWF4=,SBVwFQ0fAAcBMhICFCwNEh8ABRw=,10.0,5.0,4.0,Information Technology,True,SBVwFQ0fAAcBMhICFCwNEh8ABRw=,46.62167549236425,1996.0,Information Technology,1996.0,3
SAZwAAQYFgkwAwwMFzEQBBk=,SBVwERgECw==,0.0,1.0,3.0,Information Technology,True,SBVwERgECw==,0.0,2017.0,Information Technology,2017.0,0
SAZwAAQZABsOMg0SFzYrGAILDzAAAAkR,SBVwFRUDABoAHg==,10.0,5.0,1.0,Information Technology,True,SBVwFRUDABoAHg==,24.822701834972744,1998.0,Information Technology,1998.0,3
SAZwAAQZFw0BMhUCHyUREw==,SBVwFw0OBBoOAxE=,0.6776904634327706,5.0,3.0,Healthcare and Biotech,True,SBVwFw0OBBoOAxE=,1.1291852271067937,1999.0,Healthcare and Biotech,1999.0,0
SAZwAAQZFwkBDgA4GzwTFAIXDQ==,SBVwHQ8YFQEdCDoXHj4GDAoGDRoZDAQXMwc=,3.7596234669679793,1.0,5.0,Healthcare and Biotech,True,SBVwHQ8YFQEdCDoXHj4GDAoGDRoZDAQXMwc=,6.4780432685745835,1993.0,Healthcare and Biotech,1993.0,2
SAZwAAQZFxEwAAAGFTcVDA==,SBVwBBMEFhgKDhEQHywR,0.0,1.0,3.0,Information Technology,True,SBVwBBMEFhgKDhEQHywR,0.0,2012.0,Information Technology,2012.0,0
SAZwAAQZFxEwDBYP,SBVwEwgdDBw=,1.750353486828888,5.0,2.0,Information Technology,True,SBVwEwgdDBw=,0.0,2005.0,Information Technology,2005.0,0
SAZwAAgFADcHDAgLEy0=,SBVwFRcOCxwO,0.0,1.0,4.0,Information Technology,True,SBVwFRcOCxwO,0.0,2013.0,Information Technology,2013.0,0
SAZwAAgFBDcBCBIXGS0A,SBVwBxQGCjcGAxYOETcAPgcRDA==,,4.0,3.0,Information Technology,True,SBVwBxQGCjcGAxYOETcAPgcRDA==,0.0,2012.0,Information Technology,2012.0,0
SAZwAAgGChwHFDoKGS0AEgQJDg==,SBVwFQcNDBoCCAE4GDoAFgQXAxw=,9.950962283886753,1.0,4.0,Information Technology,True,SBVwFQcNDBoCCAE4GDoAFgQXAxw=,9.705187973769148,2010.0,Information Technology,2010.0,2
SAZwAAgGChwHFDoMFzIEPhsNNws=,SBVwFwQHCR0DDBc4EiYaAAYMCxwyDAkCOgYPChEBAAMECw==,1.3661795604846243,1.0,4.0,Healthcare and Biotech,True,SBVwFwQHCR0DDBc4EiYaAAYMCxwyDAkCOgYPChEBAAMECw==,2.592391282001247,2004.0,Healthcare and Biotech,2004.0,1
SAZwAAgGChwHFDoMGS8VFQIGAA==,SBVwFwQHCQ0NHwQTHzAaPgcMDgoyFgQfOhoCDhY=,0.0,2.0,3.0,Healthcare and Biotech,True,SBVwFwQHCQ0NHwQTHzAaPgcMDgoyFgQfOhoCDhY=,0.0,2020.0,Healthcare and Biotech,2020.0,0
SAZwAAgGChwHFDoNGTcaEgQLN19dVA==,SBVwHQ8NEBsKBQoLEjYaBhg=,0.0,2.0,4.0,Healthcare and Biotech,True,SBVwHQ8NEBsKBQoLEjYaBhg=,0.0,2019.0,Healthcare and Biotech,2019.0,0
SAZwAAgGChwHFDoNKTQVDBs=,SBVwFwQHCR0DDBc4EiYaAAYMCxwyDAkCOgYPChEBAAMECw==,1.3661795604846243,5.0,5.0,Healthcare and Biotech,True,SBVwFwQHCR0DDBc4EiYaAAYMCxwyDAkCOgYPChEBAAMECw==,2.592391282001247,2004.0,Healthcare and Biotech,2004.0,1
SAZwAAgGChwHFDoQFy0QPltVWQ==,SBVwGxEbChobGAsO,4.879116763491363,1.0,4.0,Information Technology,True,SBVwGxEbChobGAsO,0.0,2020.0,Information Technology,2020.0,0
SAZwAAgGChwHFDoQFzMWBBkR,SBVwAggOCQkwDwwI,2.213264490508778,2.0,3.0,Healthcare and Biotech,True,SBVwAggOCQkwDwwI,2.312253745906286,2017.0,Healthcare and Biotech,2017.0,1
SAZwAAgGChwHFDoTAysADQ46GAcyAQ==,SBVwGQgFAQUKAQE=,2.128125052816902,5.0,3.0,Information Technology,True,SBVwGQgFAQUKAQE=,4.9911402816466754,2011.0,Information Technology,2011.0,1
SAZwAAgGChwHFDoUAjAcDQYEBg==,SBVwEgAFFRoGAxE=,0.0,1.0,3.0,Other,True,SBVwEgAFFRoGAxE=,0.0,2012.0,Other,2012.0,0
SAZwAAgGChwHFDoUBi0dDwwAGg==,SBVwGQ4PABoBDDoTHjoGABsAHRsEBhQ=,10.0,3.0,3.0,Healthcare and Biotech,True,SBVwGQ4PABoBDDoTHjoGABsAHRsEBhQ=,129.5225939228288,2010.0,Healthcare and Biotech,2010.0,4
SAZwAAgGChwHFDoUHjoGFgIL,SBVwFwAYFQ0d,10.0,1.0,4.0,Other,True,SBVwFwAYFQ0d,2.597920210897097,2014.0,Other,2014.0,1
SAZwAAgGChwHFDoVEzoQ,SBVwFw4FEQ0XGToOGCwdBgMRGw==,1.0,1.0,3.0,Information Technology,True,SBVwFw4FEQ0XGToOGCwdBgMRGw==,0.0,2017.0,Information Technology,2017.0,0
SAZwAAgGChwHFDoVHzMRGDRVWFw=,SBVwBxUZEAsbGBcCEgAdDAYQBgYZHA==,,1.0,4.0,Healthcare and Biotech,True,SBVwBxUZEAsbGBcCEgAdDAYQBgYZHA==,0.0,2016.0,Healthcare and Biotech,2016.0,0
SAZwAAgGChwHFDoXFysGCAgO,SBVwFwAZEQEZDA==,2.353037515586034,2.0,4.0,Healthcare and Biotech,True,SBVwFwAZEQEZDA==,26.821078597201,2011.0,Healthcare and Biotech,2011.0,3
SAZwAAgGCjcdDAwLGQ==,SBVwFREbHwEAMjo4EzETAAwMBggyAB8GOgYIDgsLCh4=,0.0,1.0,1.0,Information Technology,True,SBVwFREbHwEAMjo4EzETAAwMBggyAB8GOgYIDgsLCh4=,0.0,2014.0,Information Technology,2014.0,0
SAZwAAgGOgAaAxE=,SBVwGAgFAgcbCA4=,1.6980316418263504,2.0,4.0,Information Technology,True,SBVwGAgFAgcbCA4=,0.8788991775719424,2005.0,Information Technology,2005.0,0
SAZwAAgGOgIOBQs=,SBVwGQAfBgAGHhE=,,5.0,4.0,Information Technology,True,SBVwGQAfBgAGHhE=,0.0,2012.0,Information Technology,2012.0,0
SAZwAAgGOgIODg4UGTE=,SBVwFRUKBBwO,3.809523597883574,3.0,3.0,Information Technology,True,SBVwFRUKBBwO,2.568669973747037,2016.0,Information Technology,2016.0,1
SAZwAAgGOgQOHhYQEzMY,SBVwFT4HDAYKMgoVAjcbEQoADAYOFg==,,5.0,1.0,Healthcare and Biotech,True,SBVwFT4HDAYKMgoVAjcbEQoADAYOFg==,0.0,2018.0,Healthcare and Biotech,2018.0,0
SAZwAAgGOgUAAxcGEgAYABkWDQE=,SBVwBgQbCQkWMgwJBSsdFR4RDQ==,0.0,2.0,4.0,Information Technology,True,SBVwBgQbCQkWMgwJBSsdFR4RDQ==,0.0,2018.0,Information Technology,2018.0,0
SAZwAAgGOgUOBQkKFzE=,SBVwAggPDAoDCA==,4.050804505530317,1.0,3.0,Information Technology,True,SBVwAggPDAoDCA==,5.455327732899197,2012.0,Information Technology,2012.0,1
SAZwAAgGOgcIBAkRHzo=,SBVwAAkCCwMwCgQKHzET,0.0,3.0,3.0,Information Technology,True,SBVwAAkCCwMwCgQKHzET,0.0,2013.0,Information Technology,2013.0,0
SAZwAAgGOgwOGwAe,SBVwGw8OAwEBCBYTFyY=,4.628664279420433,1.0,5.0,Information Technology,True,SBVwGw8OAwEBCBYTFyY=,7.289725316943605,2009.0,Information Technology,2009.0,2
SAZwAAgGOhoGAQAeKS8cPg8=,SBVwBxUZEAsbGBcCEgAdDAYQBgYZHA==,,3.0,3.0,Healthcare and Biotech,True,SBVwBxUZEAsbGBcCEgAdDAYQBgYZHA==,0.0,2016.0,Healthcare and Biotech,2016.0,0
SAZwAAgGOhoWDAs4Rm9F,SBVwAAQIDQYGDgQLKTIVAgMMBgo=,1.0,5.0,4.0,Information Technology,True,SBVwAAQIDQYGDgQLKTIVAgMMBgo=,0.0,2013.0,Information Technology,2013.0,0
SAZwAAgGOhsHCAED,SBVwEQMeCQQGCAsT,2.5399994920001014,1.0,3.0,Other,True,SBVwEQMeCQQGCAsT,0.0,2012.0,Other,2012.0,0
SAZwAAgHBAMdDA84BDANAgMKHQsFEBUP,SBVwHQ4fOgwKCwAJBTo=,0.0,4.0,3.0,Information Technology,True,SBVwHQ4fOgwKCwAJBTo=,0.0,2015.0,Information Technology,2015.0,0
SAZwAAgHCQUOAzoAEy0aBhkKGxw=,SBVwFQUKAgEAMhEPEy0VEQ4QHAYOFg==,10.0,1.0,4.0,Healthcare and Biotech,True,SBVwFQUKAgEAMhEPEy0VEQ4QHAYOFg==,1.4937414730508185,2020.0,Healthcare and Biotech,2020.0,0
SAZwAAgKAgcwHQAVEzYGADRVWF0=,SBVwAAQGFQIADxY=,,5.0,3.0,Information Technology,True,SBVwAAQGFQIADxY=,0.0,2018.0,Information Technology,2018.0,0
