person_id,education_tier,highest_level
/p/SAZwFQUCEREOMg4SGjQVEwUMN19dVg==,1.0,bachelors
/p/SAZwFQUZDDcMAggGKS8cPg8=,5.0,high_school
/p/SAZwFQUZDDceGAwJAj4aAA==,2.0,associates
/p/SAZwFQUZDAkBMgIVFyY=,5.0,masters
/p/SAZwFQUZDAkBMg0GBCgbDg8=,1.0,masters
/p/SAZwFQUZDAkBMgkSFTQdBA==,2.0,phd
/p/SAZwFQUZDAkBMhIGGiwcPltVWQ==,1.0,masters
/p/SAZwFQUZDAkBDDoGGDgBDQQ=,1.0,masters
/p/SAZwFQUZDAkBDDoKGTMREw4WNx8FOgM=,3.0,high_school
/p/SAZwFQUZDAkBDDoTFywRFwo=,2.0,bachelors
/p/SAZwFQUZDAkBAjoKFy0XDgUAHBsC,1.0,masters
/p/SAZwFQUZDA0BMgECKS8dBBkXDRw=,1.0,bachelors
/p/SAZwFQUdBDcDCBMOGA==,3.0,phd
/p/SAZwFQcYDQEBMhYPFzIH,5.0,phd
/p/SAZwFQYKEQkwGgwCBCUWCAgOCQ==,2.0,bachelors
/p/SAZwFQkGAAwwCAkUFyYRBTRVWFg=,5.0,phd
/p/SAZwFQkGAAwwCgQLFzM=,3.0,bachelors
/p/SAZwFQkGAAwwBgQJFzE=,3.0,bachelors
/p/SAZwFQkGABwwGRATAzEXFDQVADAJ,5.0,bachelors
/p/SAZwFQgPBDcJCBcJFzEQBBE6Ch0ECQsTKw==,1.0,masters
/p/SAZwFQgGAA0wBgAeBQ==,1.0,bachelors
/p/SAZwFQgYCQEBCjoPFyYREg==,2.0,masters
/p/SAZwFQsKHDcHDAgXFy8BEw==,1.0,bachelors
/p/SAZwFQsKHDcFDAwJ,2.0,masters
/p/SAZwFQsKHDcEAhcO,4.0,masters
/p/SAZwFQsKHDcfDAsDEw==,1.0,phd
/p/SAZwFQsCETcCDBweFw==,3.0,bachelors
/p/SAZwFQsEHDcNAhYCKS8cPg8=,1.0,phd
/p/SAZwFQsEHDcMBQQJEi0V,1.0,phd
/p/SAZwFQoKFgAwCgQSBD4C,4.0,associates
/p/SAZwFQoYDQkWMg4IAjcVEwI=,5.0,phd
/p/SAZwFQoYDQkWMgsGAD4YAA8M,1.0,bachelors
/p/SAZwFQoYDQkWMgoFEy0VCA==,4.0,bachelors
/p/SAZwFQ00BgkCHQQ=,3.0,bachelors
/p/SAZwFQ00CAsIAhIGGA==,3.0,masters
/p/SAZwFQ00FQEVFwwEFw==,1.0,phd
/p/SAZwFQ0KDAYwDgQXBjoYFB8M,1.0,phd
/p/SAZwFQ0KDAYwCToFFy0bDw==,2.0,bachelors
/p/SAZwFQ0KDAYwCQw4EioXAA==,4.0,masters
/p/SAZwFQ0KDAYwCQw4EioXADRVWF0=,1.0,phd
/p/SAZwFQ0KDAYwAAQeEy0=,2.0,associates
/p/SAZwFQ0KDAYwHhECADoa,2.0,masters
/p/SAZwFQ0KCzcOCQAVEzI=,2.0,associates
/p/SAZwFQ0KCzcNCAsJEysAPltVWQ==,5.0,phd
/p/SAZwFQ0KCzcMDBcVGTMY,1.0,masters
/p/SAZwFQ0KCzcMAgkCGz4a,2.0,bachelors
/p/SAZwFQ0KCzcMHwoQAjcREw==,4.0,bachelors
/p/SAZwFQ0KCzcLDAcFHzoGBA==,1.0,bachelors
/p/SAZwFQ0KCzcEAh8OHTADEgAM,3.0,bachelors
/p/SAZwFQ0KCzcDCAQVEg==,5.0,masters
/p/SAZwFQ0KCzcCDAoV,4.0,bachelors
/p/SAZwFQ0KCzcfBQwLGjYEEg==,3.0,bachelors
/p/SAZwFQ0KFhwOBBc4GzwZAAMKBg==,3.0,bachelors
/p/SAZwFQ0KFhwOBBc4BTYWAwoJDA==,5.0,masters
/p/SAZwFQ0JBDcOAQcGBDoQAA==,1.0,phd
/p/SAZwFQ0JABobMgYPAzETPltVWQ==,2.0,masters
/p/SAZwFQ0JABobMgEGFTAHFQo=,1.0,bachelors
/p/SAZwFQ0JABobMgMCGDg=,1.0,bachelors
/p/SAZwFQ0JABobMg44FTcdDzQINwsy,2.0,bachelors
/p/SAZwFQ0JABobMgkCEwBEUVo=,1.0,associates
/p/SAZwFQ0JABobMhYGGCsVDQQ=,3.0,phd
/p/SAZwFQ0JABobAjoDEwAbDQoLBzAMFQgSPhcA,3.0,bachelors
/p/SAZwFQ0JABobAjoUFykbCAo=,1.0,phd
/p/SAZwFQ0JABobAjoeKS8RGw==,5.0,phd
/p/SAZwFQ0PAAYwHhECADoaEg==,1.0,bachelors
/p/SAZwFQ0OAzcOHwAJEiwRDw==,1.0,masters
/p/SAZwFQ0ODwkBCRcIKT4aFQoJAQwF,1.0,masters
/p/SAZwFQ0ODwkBCRcIKTIdDwwK,4.0,phd
/p/SAZwFQ0ODwkBCRcIKSUVBw0EGgADDDhGb0U=,1.0,masters
/p/SAZwFQ0OCwkwHg0GHTYGDh0E,2.0,phd
/p/SAZwFQ0OFhsOAwEVGQATEw4LCQ==,1.0,bachelors
/p/SAZwFQ0OFhsOAwEVGQAZABkGBwEE,3.0,masters
/p/SAZwFQ0OFhsOAwEVGQAEAAcKBQ0C,5.0,high_school
/p/SAZwFQ0OFhsOAwEVGQAEBBkMCwA=,1.0,masters
/p/SAZwFQ0OFhsOAwEVGQAHDg8MN19dVA==,3.0,masters
/p/SAZwFQ0OFhsGAjoAHyoHFQoXAQEE,4.0,phd
/p/SAZwFQ0OFhsGAjoQEz0REw==,5.0,bachelors
/p/SAZwFQ0OHTcNDAsAFywc,1.0,masters
/p/SAZwFQ0OHTcNDBcD,2.0,bachelors
/p/SAZwFQ0OHTcNCBcJHzoG,1.0,bachelors
/p/SAZwFQ0OHTcMBQASGDg=,3.0,masters
/p/SAZwFQ0OHTcMAgoXEy0=,3.0,masters
/p/SAZwFQ0OHTcKHwkGGDsHDgU=,1.0,bachelors
/p/SAZwFQ0OHTcJDAkdGTErBBwABg==,2.0,bachelors
/p/SAZwFQ0OHTcIGAAUAgBEUVo=,4.0,masters
/p/SAZwFQ0OHTcHCAsVDw==,5.0,high_school
/p/SAZwFQ0OHTcHGAsAKW9EUw==,5.0,high_school
/p/SAZwFQ0OHTcFDAEGADUd,2.0,phd
/p/SAZwFQ0OHTcFBAQJEQ==,1.0,bachelors
/p/SAZwFQ0OHTcFAgsCBQBEUVk=,1.0,phd
/p/SAZwFQ0OHTcEAhYCGDQbFw==,2.0,phd
/p/SAZwFQ0OHTcDBAsA,4.0,phd
/p/SAZwFQ0OHTcCBAEDEzM=,3.0,masters
/p/SAZwFQ0OHTcdDAgXEzMY,4.0,masters
/p/SAZwFQ0OHTcdAgEVHzgBBBg=,3.0,masters
/p/SAZwFQ0OHTccDg0SEywHDQ4X,1.0,phd
/p/SAZwFQ0OHTccCAQAAzMYPltVWQ==,5.0,masters
/p/SAZwFQ0OHTccBQQP,1.0,bachelors
/p/SAZwFQ0OHTccGQQJEywXFA==,4.0,high_school
/p/SAZwFQ0OHTcbBAkUGTE=,1.0,masters
/p/SAZwFQ0OHTcZDBYOGjoCEgAc,2.0,phd
/p/SAZwFQ0OHTcWDAsAKW9EUA==,3.0,masters
/p/SAZwFQ0OHTcWCBAJEQ==,1.0,high_school
/p/SAZwFQ0OHQkwDAsDBCURCw4SGwQE,2.0,masters
/p/SAZwFQ0OHQkBCQAVKT4B,4.0,bachelors
/p/SAZwFQ0OHQkBCQAVKT0VAwoXEQQC,1.0,masters
/p/SAZwFQ0OHQkBCQAVKTwcBBgRDR0ABAk=,5.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTwcFAgO,2.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTcHCAo=,2.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTQYBAILN19dUw==,1.0,masters
/p/SAZwFQ0OHQkBCQAVKTQYCAkEBgAb,2.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTQbAwcABhU=,4.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTQGDh8KHjAdDTgS,2.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTQGFAwAGg==,1.0,phd
/p/SAZwFQ0OHQkBCQAVKTQCABgNBgYDOhceABA+W1VZ,2.0,bachelors
/p/SAZwFQ0OHQkBCQAVKTIVEx8cBgAb,3.0,phd
/p/SAZwFQ0OHQkBCQAVKSwXCR4AGxwBABUpLxw+Dw==,3.0,masters
/p/SAZwFQ0OHQkBCQAVKSsGDhgRN19dVw==,4.0,bachelors
/p/SAZwFQ0OHQkBCQAVKSgVFRgKBg==,1.0,bachelors
/p/SAZwFQ0OHQkBCQAVKSYVCgQTBAob,1.0,bachelors
/p/SAZwFQ0OHQkBCRc4ADAGDgURGwAb,4.0,bachelors
/p/SAZwFQ0OHQkBCRcGKTQbFgoJDRgeDgY=,2.0,phd
/p/SAZwFQ0OHQkBCRcCKTwYABkMEgYC,1.0,phd
/p/SAZwFQ0OHQkBCRcCKTsGBBIDHRw=,4.0,bachelors
/p/SAZwFQ0OHQkBCRcCKSsbFBkAHA==,3.0,masters
/p/SAZwFQ0OHQkBCRcCKSkVDQcAHBsIOhceABA=,1.0,bachelors
/p/SAZwFQ0OHQkBCRcSKTwGCBgRHQ==,2.0,masters
/p/SAZwFQ0OHQ0GMgAVFTcVCg==,4.0,masters
/p/SAZwFQ0OHQ0GMgoJAzkGAAA=,3.0,bachelors
/p/SAZwFQ0OHQ0FMhUOHTACEgAc,5.0,high_school
/p/SAZwFQ0OHQEcMgcIBDYHGA==,5.0,phd
/p/SAZwFQ0OHQEcMgcIAj4NAA==,5.0,masters
/p/SAZwFQ0OHQEcMg0IAToGFQQLNx8FOgMp,1.0,bachelors
/p/SAZwFQ0NFw0LMg0SEToG,3.0,masters
/p/SAZwFQ0NFw0LMhM4BDYXBAc=,1.0,phd
/p/SAZwFQ0COgIOGwAe,1.0,bachelors
/p/SAZwFQ0COhgOFAsC,2.0,bachelors
/p/SAZwFQ0CAB0wGQAVBCY=,3.0,phd
/p/SAZwFQ0CCw0wDgAVEAAECTQB,2.0,masters
/p/SAZwFQ0CFgcBMgYGBC0=,2.0,bachelors
/p/SAZwFQ0CFgcBMgIVEzoaDQ4A,1.0,bachelors
/p/SAZwFQ0CFgcBMgsIFDMR,3.0,phd
/p/SAZwFQ0CFhsOMggEEjAaAAcB,1.0,bachelors
/p/SAZwFQ0CFhwOBBc4FT4QDAoL,1.0,masters
/p/SAZwFQ0BBBIwDAsDBDoeABg=,3.0,bachelors
/p/SAZwFQ0BCjcOMgodHzIdAg==,1.0,bachelors
/p/SAZwFQ0AADcCCAAJAiw=,3.0,masters
/p/SAZwFQ0HBAYwDxcGEjMRGA==,4.0,phd
/p/SAZwFQ0HBAYwBwwGGDg=,2.0,high_school
/p/SAZwFQ0HBAYwGgAOGD0REwwAGg==,1.0,phd
/p/SAZwFQ0HAAYwDxcIGCwABAIL,1.0,masters
/p/SAZwFQ0HAAYwBQwLGjoGGDQVADAJ,2.0,bachelors
/p/SAZwFQ0HAAYwHxwGGA==,5.0,phd
/p/SAZwFQ0HDA0wDwAEHQ==,1.0,bachelors
/p/SAZwFQ0HDBsAAzoCGjMHFgQXHAc=,5.0,associates
/p/SAZwFQ0GBDccDAsDFDoGBg==,1.0,bachelors
/p/SAZwFQ0GCg8wDAkCDwAGABE=,1.0,phd
/p/SAZwFQ0EDjccBAsAHgBEUFg=,2.0,masters
/p/SAZwFQ0ECzcHDBc4Aj4Y,1.0,phd
/p/SAZwFQ0ECzcHCAsDEzMZAAU=,3.0,phd
/p/SAZwFQ0ECzcHGBcO,1.0,phd
/p/SAZwFQ0ECzcCDAoV,4.0,masters
/p/SAZwFQ0ECzccDAgOFw==,4.0,bachelors
/p/SAZwFQ0bABowChALEy0=,4.0,masters
/p/SAZwFQ0bDQkwAQAC,3.0,bachelors
/p/SAZwFQ0SOgUABRYCGA==,1.0,phd
/p/SAZwFQwKCzcOGQQM,1.0,associates
/p/SAZwFQwKCwwOMgYGBTcdDw==,3.0,masters
/p/SAZwFQwKCwwOMgIVGSwHDAoLBg==,2.0,masters
/p/SAZwFQwKFzcIGBUTFwBEUVo=,2.0,masters
/p/SAZwFQwOABwwCgQOHSgVBQ==,5.0,masters
/p/SAZwFQwCOg8DBAYMGz4aPhsNNws=,3.0,bachelors
/p/SAZwFQwCFzcNDBYUFzErBBgODQEMHw4=,3.0,bachelors
/p/SAZwFQwCFzcNCAkUGTE=,3.0,masters
/p/SAZwFQwCFzcNCAs4EzkGAAII,1.0,bachelors
/p/SAZwFQwCFzcJBBYEHjoG,2.0,bachelors
/p/SAZwFQwCFzcEDBcFDw==,3.0,masters
/p/SAZwFQwCFzcBDBYVAzsQCAU6WF9c,3.0,masters
/p/SAZwFQwCFzcACwAV,4.0,phd
/p/SAZwFQwCFzcAHwQD,2.0,masters
/p/SAZwFQwCFwkDBDoTFzMVEgof,5.0,bachelors
/p/SAZwFQwCETcNBQQVET4CAA==,1.0,associates
/p/SAZwFQwCETcIGBUTFwBEUF4=,3.0,masters
/p/SAZwFQwCETcFAhYPHw==,2.0,bachelors
/p/SAZwFQwCETcdGAsEHj4Y,1.0,masters
/p/SAZwFQwCETccCBEPHwBEUV0=,1.0,masters
/p/SAZwFQwFCgYwCQAMEzM=,1.0,bachelors
/p/SAZwFQwZOgkYDAEGGjMVCQ==,2.0,phd
/p/SAZwFQwZOgUABRYCGA==,2.0,phd
/p/SAZwFQwZOhsHDAEe,1.0,bachelors
/p/SAZwFQwZDBsHMhUGAjoY,4.0,bachelors
/p/SAZwFQwSOgAKHxc4BjcrBQ==,1.0,masters
/p/SAZwFQ80CTcbAhUGGg==,4.0,masters
/p/SAZwFQ80CTcVCAsAHw==,1.0,masters
/p/SAZwFQ8KOhoOGgkU,1.0,masters
/p/SAZwFQ8KCwwwBBwCGDgVEw==,4.0,bachelors
/p/SAZwFQ8KCwwwBhcOBTcaAAYQGhsFHDgGNysF,5.0,bachelors
/p/SAZwFQ8KCwwwHwQNFy0VDAoL,1.0,bachelors
/p/SAZwFQ8KCwwwHhcOAD4HFQoTCQ==,1.0,masters
/p/SAZwFQ8KCxwwGwwJHD4ZDgQXATAAATgbPRU=,2.0,phd
/p/SAZwFQ8PABocMgcCGCsdBAU=,1.0,phd
/p/SAZwFQ8PABocMgkGBSwRDw==,2.0,bachelors
/p/SAZwFQ8PABocMgsIBDsfFwIWHA==,1.0,bachelors
/p/SAZwFQ8PDBwWDDoVFzcVEw8MCQEZCjgGNysF,1.0,masters
/p/SAZwFQ8PFzcIGAADEyw=,4.0,masters
/p/SAZwFQ8PFzccMgQVEzYACAQ=,1.0,masters
/p/SAZwFQ8PFw0wDxcCGDoG,1.0,masters
/p/SAZwFQ8PFw0wFwQEHj4GCAoW,5.0,bachelors
/p/SAZwFQ8PFw0OMgYGGCsbEw4=,2.0,bachelors
/p/SAZwFQ8PFw0OMgECKTMBAgo=,4.0,phd
/p/SAZwFQ8PFw0OMggGBDYaDjRVWF4=,1.0,masters
/p/SAZwFQ8PFw0OMhUCEi0RFR8M,5.0,masters
/p/SAZwFQ8PFw0OMhcIAzIRDQc6DAYODhQZMQ==,1.0,masters
/p/SAZwFQ8PFw0OMhEIGzIRCA==,1.0,associates
/p/SAZwFQ8PFw0OMhEVHzwbDQI=,5.0,phd
/p/SAZwFQ8PFw0OHjoFFzsREw==,4.0,masters
/p/SAZwFQ8PFw0OHjoPEy0TADQ=,1.0,masters
/p/SAZwFQ8PFw0OHjoPGSoZDgcJDQ==,1.0,bachelors
/p/SAZwFQ8PFw0OHjoNGTcVDxgWBwEyVVdF,5.0,masters
/p/SAZwFQ8PFw0OHjoKFyoGCB8fDQE=,1.0,bachelors
/p/SAZwFQ8PFw0OHjoQFywXCQA=,3.0,masters
/p/SAZwFQ8PFw0GMhUOAjYH,1.0,masters
/p/SAZwFQ8PFw0cMgcGBC0RFQQ=,1.0,phd
/p/SAZwFQ8PFw0cMhY=,3.0,masters
/p/SAZwFQ8PFw0YMgQLGjYHDgU6Ags=,1.0,bachelors
/p/SAZwFQ8PFw0YMgcGBSoNBB46WF9c,4.0,bachelors
/p/SAZwFQ8PFw0YMgcSFTcREw==,2.0,masters
/p/SAZwFQ8PFw0YMgEOGjMbDzRVWF0=,5.0,bachelors
/p/SAZwFQ8PFw0YMgEVFy8REw==,1.0,bachelors
/p/SAZwFQ8PFw0YMgESEioZ,4.0,bachelors
/p/SAZwFQ8PFw0YMgA4Rm9A,1.0,phd
/p/SAZwFQ8PFw0YMgMCGjsZAAU=,1.0,bachelors
/p/SAZwFQ8PFw0YMgMOGjoC,5.0,bachelors
/p/SAZwFQ8PFw0YMgIGAzMA,5.0,bachelors
/p/SAZwFQ8PFw0YMgIVFyYrUVtS,4.0,high_school
/p/SAZwFQ8PFw0YMg0GGy8RDQ==,3.0,high_school
/p/SAZwFQ8PFw0YMg0SEiwbDzRVWF4=,1.0,masters
/p/SAZwFQ8PFw0YMg8IBDsVDzRVWF4=,1.0,masters
/p/SAZwFQ8PFw0YMg4GAiUrUVtU,1.0,bachelors
/p/SAZwFQ8PFw0YMg4IBCsdDwo=,1.0,associates
/p/SAZwFQ8PFw0YMgkGBCwRDzQVADAJ,1.0,phd
/p/SAZwFQ8PFw0YMgkCBTMdBA==,3.0,associates
/p/SAZwFQ8PFw0YMggGFTgbFgoL,1.0,bachelors
/p/SAZwFQ8PFw0YMggGDD4G,3.0,associates
/p/SAZwFQ8PFw0YMggEETYaDQ4c,5.0,masters
/p/SAZwFQ8PFw0YMggeEy0HPhsNNwsyVVdH,4.0,bachelors
/p/SAZwFQ8PFw0YMgsCHzMrUVtX,4.0,bachelors
/p/SAZwFQ8PFw0YMhUGBD4QCBgA,2.0,masters
/p/SAZwFQ8PFw0YMhUGBDkRExI=,5.0,masters
/p/SAZwFQ8PFw0YMhUGBTwVDQ==,3.0,phd
/p/SAZwFQ8PFw0YMhUIBjoYDQ==,4.0,masters
/p/SAZwFQ8PFw0YMhcOFTcrUVtT,3.0,phd
/p/SAZwFQ8PFw0YMhcOAisREw==,3.0,bachelors
/p/SAZwFQ8PFw0YMhYIAysc,3.0,masters
/p/SAZwFQ8PFw0YMhIGGDMdEhg6Bx0BAAUXLStRW1Q=,2.0,phd
/p/SAZwFQ8PFw0YMhIGBDsrUVtT,4.0,phd
/p/SAZwFQ8PFw0YMhIOGiwbDzRVWFw=,3.0,phd
/p/SAZwFQ8PFwEOAwQ4Gz4GBgoXARsE,1.0,masters
/p/SAZwFQ8PFwEGMg4SDDIdDw==,4.0,bachelors
/p/SAZwFQ8PFwEcMgAOHjIVDwIW,5.0,associates
/p/SAZwFQ8PFwEcMhUCAjoGEgQLGw==,3.0,phd
/p/SAZwFQ8PHDcMBQoS,5.0,bachelors
/p/SAZwFQ8PHDcLCAsKFy0f,1.0,bachelors
/p/SAZwFQ8PHDcLGAsJ,5.0,high_school
/p/SAZwFQ8PHDcHBAkLKW9EUA==,1.0,bachelors
/p/SAZwFQ8PHDcHGAEUGTErUVtX,2.0,masters
/p/SAZwFQ8PHDcEDBcIECwfGA==,5.0,bachelors
/p/SAZwFQ8PHDcECAAJKW9EUA==,1.0,masters
/p/SAZwFQ8PHDcCDBw4Rm9F,2.0,masters
/p/SAZwFQ8PHDcfDBwJEw==,4.0,phd
/p/SAZwFQ8PHDcfCwkGAzI=,2.0,masters
/p/SAZwFQ8PHDccDgoTAgBEUVo=,1.0,phd
/p/SAZwFQ8PHDccGgATAg==,2.0,bachelors
/p/SAZwFQ8PHDcYBAkUGTErUVtU,2.0,bachelors
/p/SAZwFQ8PHDcYBAkUGTErUVpT,2.0,phd
/p/SAZwFQ8OAAQwDw0SBS0d,1.0,masters
/p/SAZwFQ8OFgAOBDoUGzYACQ==,2.0,masters
/p/SAZwFQ8OEQ0wChcIBT0REwwE,1.0,masters
/p/SAZwFQ8MAAQOMg4OGw==,2.0,masters
/p/SAZwFQ8MAAQOMhEPGTIVEg==,1.0,masters
/p/SAZwFQ8MDQkdDAE4AjcbDAoW,1.0,phd
/p/SAZwFQ8CCTcFDAwJ,3.0,bachelors
/p/SAZwFQ8CCTcEGAgGBABEUVo=,2.0,associates
/p/SAZwFQ8CCTcdDAo4Rm9F,1.0,masters
/p/SAZwFQ8CFgAwDAIVFygVDTRVWF4=,4.0,masters
/p/SAZwFQ8BBAYwHgAJ,1.0,associates
/p/SAZwFQ8ADBwwChAXAj4=,4.0,bachelors
/p/SAZwFQ8AEBowHgwJETMV,1.0,bachelors
/p/SAZwFQ8AEBsHMhYGDjoaAA==,2.0,bachelors
/p/SAZwFQ8FOgs=,5.0,phd
/p/SAZwFQ8FBDcNHwoEHSgVGA==,4.0,phd
/p/SAZwFQ8FBDcHBAkL,1.0,masters
/p/SAZwFQ8FBDcHGAkTEQAGBQM6BgYBFhQZMQ==,1.0,phd
/p/SAZwFQ8FBDcDBAsDAD4YDQ==,3.0,phd
/p/SAZwFQ8FBDcdDBEP,1.0,high_school
/p/SAZwFQ8FBDcVCAkCGD4f,4.0,phd
/p/SAZwFQ8FBAoKAToGGCsBDw4W,2.0,phd
/p/SAZwFQ8FADcMBQQVGjAAFQ46CR0CCxQFMBo+Gw03Cw==,1.0,phd
/p/SAZwFQ8FADcLCAIPEzoHFTRVWF4=,5.0,masters
/p/SAZwFQ8FADcFBAQI,5.0,phd
/p/SAZwFQ8FADcFAhcDFzE=,2.0,masters
/p/SAZwFQ8FADcDAhUCDA==,1.0,masters
/p/SAZwFQ8FADcCDBcOEwAHDh4HDRYfBAk=,1.0,phd
/p/SAZwFQ8FADccDBcGFDYV,1.0,phd
/p/SAZwFQ8FADcbBQoKFywrUVtR,3.0,bachelors
/p/SAZwFQ8FABwbCDoKHzMYBBk=,1.0,masters
/p/SAZwFQ8FDA0wDwQVHToG,3.0,masters
/p/SAZwFQ8YFgEwBRAVGzo=,1.0,masters
/p/SAZwFQ8fDQcBFDoGAj4YADQIDA==,3.0,high_school
/p/SAZwFQ8fDQcBFDoEHy0BEwwMCQA=,5.0,bachelors
/p/SAZwFQ8fDQcBFDoEBDYCDgcMBw==,5.0,high_school
/p/SAZwFQ8fDQcBFDoEDD4GDwIONx8FOgM=,5.0,bachelors
/p/SAZwFQ8fDQcBFDoAHzACCAUEEhUC,1.0,phd
/p/SAZwFQ8fDQcBFDoNGSwREQM6WF9c,2.0,bachelors
/p/SAZwFQ8fDQcBFDoMEy0SGBgAGg==,3.0,masters
/p/SAZwFQ8fDQcBFDoXKTkbEw8=,3.0,phd
/p/SAZwFQ8fDQcBFDoTKTwVFQoLAQ4=,2.0,masters
/p/SAZwFQ8fCgEBCDoDEywHABkR,1.0,masters
/p/SAZwFQ8fCgYwHxwJEjYV,4.0,masters
/p/SAZwFQ8fCgYwHxwJEiYV,2.0,phd
/p/SAZwFQ8fCgYGDDoFGTMYAA==,3.0,phd
/p/SAZwFQ8fCgYGAjoAFy0XPgo6BQ4fETgYOg4=,1.0,bachelors
/p/SAZwFQ8fCgYGAjoKEzMr,1.0,bachelors
/p/SAZwFQ8fCgYGAjoKGTEABAYQGh0C,2.0,phd
/p/SAZwFQ8fCgYGAjoKGSYVDwQ=,2.0,masters
/p/SAZwFQ8fCgYGAjoVGSwRDQc=,5.0,bachelors
/p/SAZwFQ8eDzcNBQQLGj4=,1.0,bachelors
/p/SAZwFQ8eFwkIMgcIGjERDwI=,2.0,high_school
/p/SAZwFREEChoZDDoKEzcAAA==,4.0,phd
/p/SAZwFREZDAQwAQw4Ej4aFQQLDw==,1.0,masters
/p/SAZwFRMKCwEwDwoUEw==,5.0,phd
/p/SAZwFRMPDBswBgQDHyo=,2.0,phd
/p/SAZwFRMMHBoGHjodDzIaCBg=,3.0,phd
/p/SAZwFRMCOgAAAw4G,5.0,bachelors
/p/SAZwFRMCOgMOGR84Rm9F,2.0,bachelors
/p/SAZwFRMCAAQwCQQJ,4.0,associates
/p/SAZwFRMCAAQwBAgGBQ==,4.0,phd
/p/SAZwFRMCAAQDCDoEGTcRDw==,5.0,bachelors
/p/SAZwFRMCAzcbHww4Hj4aAAURCQ==,2.0,phd
/p/SAZwFRMBCjcIBQoUHgBEUVo=,5.0,high_school
/p/SAZwFRMABAwGFDoFFzMAEg4X,3.0,phd
/p/SAZwFRMGBAYLAjoAGTEOAAcAEg==,2.0,bachelors
/p/SAZwFRMGDAYwCwQVFzUd,2.0,phd
/p/SAZwFRMFBB0LMgcCFyoGBAwQCR0J,5.0,phd
/p/SAZwFRMFBB0LMgkCFTcREw0=,3.0,masters
/p/SAZwFRMFBB0LMhYOGzAa,1.0,high_school
/p/SAZwFRMFCjcBGBcUHTY=,1.0,bachelors
