person_id,order,company_id,title,job_type,start_date,end_date,is_c_suite,is_employee,is_executive,is_founder,is_on_board
/p/SAZwFQ0OHTcZDAkLBQ==,01,/c/SBVwGw0CEw0dMhIeGz4a,Associate,employee,2005-09-01,2009-03-01,False,True,False,False,False
/p/SAZwFQ0OHTcZDAkLBQ==,02,/c/SBVwBwwCEQAJBAALEgAXABgA,Co-founder and Director,founder,2011-05-01,2013-02-01,False,,False,True,
/p/SAZwFQ0OHTcZDAkLBQ==,03,/c/SBVwAAkOOgsHDBUGBA==,Founder & Co-CEO,founder,2011-05-01,2013-02-01,True,True,False,True,False
/p/SAZwFQ0OHTcZDAkLBQ==,04,/c/SBVwBwwCEQAJBAALEgAXABgA,Co-Founder,founder,2011-09-01,,False,True,False,True,False
/p/SAZwFQ0OHTcZDAkLBQ==,05,,Advisor & Board Member,advisor,2013-03-01,2022-12-01,False,False,False,False,True
/p/SAZwFQ0OHTcZDAkLBQ==,06,/c/SBVwBw4IDAkDMhUIHzEA,VP of Product & Studio GM,executive,2014-01-01,2019-09-01,False,True,True,False,False
/p/SAZwFQ0OHTcZDAkLBQ==,07,/c/SBVwBw4IDAkDMhUIHzEA,VP of Product,executive,2014-01-20,2019-09-01,False,,True,False,
/p/SAZwFQ0OHTcZDAkLBQ==,08,,Digital Advisor,advisor,2015-04-01,,False,,False,False,
/p/SAZwFQ0OHTcZDAkLBQ==,09,,Board Member,board_member,2015-04-01,,False,,False,False,
/p/SAZwFQ0OHTcZDAkLBQ==,10,/c/SBVwERkEEQEMDgQ=,Chief Product Officer,advisor,2019-10-01,2020-05-01,True,False,False,False,False
/p/SAZwFQ0OHTcZDAkLBQ==,11,/c/SBVwRFBaDQ==,Founder & CPO,founder,2020-05-01,2023-03-01,True,True,False,True,False
/p/SAZwFQ0OHTcZDAkLBQ==,12,/c/SBVwERkEEQEMDgQ=,Advisor,advisor,2020-06-01,2022-06-01,False,False,False,False,False
/p/SAZwFQ0OHTcZDAkLBQ==,13,,Founder & Co-CEO,founder,2024-09-01,,True,True,False,True,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,1,/c/SBVwEAgKCQ0MGTpWT2ZB,Sales,employee,2011-06-01,2012-12-01,False,True,False,False,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,2,,Sales,employee,2013-06-01,2013-12-01,False,True,False,False,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,3,/c/SBVwFREbCQ0=,Specialist,employee,2013-12-01,2016-02-01,False,True,False,False,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,4,/c/SBVwR1dbFQQOFAAV,Co-Founder,founder,2014-01-01,,False,True,False,True,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,5,/c/SBVwFREbCQ0=,Technical Specialist,employee,2016-02-01,2017-06-01,False,True,False,False,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,6,/c/SBVwR1dbFQQOFAAV,Chief Product Officer,executive,2019-01-01,,True,True,True,False,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,7,/c/SBVwEAgKCQ0MGTpWT2ZB,Sales,,,2012-12-01,False,,False,False,False
/p/SAZwFQ0OHQkBCQAVKTQGAAIRGwYG,8,,Sales,,,2013-12-01,False,,False,False,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,01,/c/SBVwGg4TAAQDMgYIBC8bEwoRAQAD,Marketing Intern,intern,2008-06-01,2008-08-01,False,False,False,False,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,02,,Summer Analyst,intern,2009-06-01,2009-09-01,False,False,False,False,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,03,/c/SBVwFg4YEQcBMgYIGCwBDR8MBggyAhUZKgQ=,Associate,employee,2010-10-01,2011-09-01,False,True,False,False,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,04,/c/SBVwRVFbCA0BGQoVBQ==,Co-Founder,founder,2013-09-01,2015-02-01,False,True,False,True,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,05,,Co-Founder,founder,2015-02-01,2025-04-01,False,True,False,True,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,06,,Investor,,2015-10-01,,False,,False,False,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,07,,Investor,investor,2015-10-01,,False,False,False,False,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,08,,Founder,founder,2016-04-01,,False,,False,True,
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,09,/c/SBVwGAgfABoAMgQO,Founder,founder,2024-01-01,,False,True,False,True,False
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,10,,CEO,executive,,,True,,True,False,
/p/SAZwFQ0OHQ0WMhUIHT4ACAcK,11,,Co-founder,founder,,,False,,False,True,
/p/SAZwFQwCFzcNDAsDEz4YCA==,1,/c/SBVwFwkEFRgKHzoTBD4QCAUC,Trading Assistant,employee,2012-08-01,2014-04-01,False,True,False,False,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,2,/c/SBVwFwkEFRgKHzoTBD4QCAUC,Trader,employee,2014-03-01,2015-01-01,False,True,False,False,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,3,,Trader,employee,2015-01-01,2016-07-01,False,True,False,False,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,4,/c/SBVwEBMcOhwdDAEOGDgrBhkKHR8=,Trader,,2015-01-01,2016-07-01,False,,False,False,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,5,/c/SBVwRBkbFwcFCAYT,CTO,executive,2016-10-01,2020-09-01,True,True,True,False,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,6,/c/SBVwRBkbFwcFCAYT,Co-Chief Executive Officer & Co-Founder,founder,2017-01-01,,True,True,False,True,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,7,/c/SBVwRBkbFwcFCAYT,Co-CEO,executive,2020-09-01,,True,True,True,False,False
/p/SAZwFQwCFzcNDAsDEz4YCA==,8,/c/SB9wHQ8PDB4GCRAGGg==,Angel Investor,employee,,,False,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,01,,Senior Manager,operator,1988-01-01,1995-10-31,False,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,02,,CFO,executive,1995-11-01,1999-06-30,True,True,True,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,03,,CFO,executive,1999-08-01,2000-05-31,True,True,True,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,04,,Managing Director and CFO,executive,2000-05-01,2002-01-31,True,True,True,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,05,/c/SBVwBA0OHRwdAgsOFSw=,"Chief Executive Officer, Board Member, President & Co-Founder",founder,2002-07-01,2014-03-01,True,True,False,True,False
/p/SAZwFQ8PHDcHDAsJFzc=,06,,Adjunct Professor of Entrepreneurship,employee,2002-09-01,2007-05-31,False,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,07,/c/SBVwGxUDChw=,"Co-Founder, President, Chief Partnership Officer & Chairman",founder,2014-04-01,2020-02-29,True,True,False,True,True
/p/SAZwFQ8PHDcHDAsJFzc=,08,/c/SBVwHQgKCwkDFBEOFSw=,Faculty Member and Advisor,advisor,2015-08-01,,False,False,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,09,/c/SBVwGxUDChw=,President and Co-Founder,founder,2020-01-01,,True,,False,True,
/p/SAZwFQ8PHDcHDAsJFzc=,10,/c/SBVwGxUDChw=,President and Co-Founder; AI and Data Science Solutions at Liaison,operator,2020-02-01,2024-11-30,True,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,11,/c/SBVwRVVTUzcDDAcU,"Founder, Chief Executive Office, Executive Director & Board Member",founder,2021-01-01,,False,True,False,True,True
/p/SAZwFQ8PHDcHDAsJFzc=,12,/c/SBVwRVVTUzcDDAcU,Executive Director,operator,2022-10-01,,False,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,13,,Chief Executive Officer,executive,2023-11-01,,True,True,True,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,14,/c/SBVwBwgGBgcODg0AFzIREg==,Director,employee,,,False,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,15,/c/SBVwHQgKCwkDFBEOFSw=,Faculty Member and Advisor,employee,,,False,True,False,False,False
/p/SAZwFQ8PHDcHDAsJFzc=,16,/c/SBVwGAgaEAELMh0=,Board Member,board_member,,,False,False,False,False,True
/p/SAZwFQ8MDAMwHgQVHT4G,01,,Undergraduate Research Fellow,employee,2004-12-01,2007-04-30,False,True,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,02,,Undergraduate Research Fellow,,2004-12-01,2007-04-01,False,,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,03,,Research Intern,,2006-05-01,2006-08-01,False,,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,04,,Research Intern,intern,2006-05-01,2006-08-31,False,False,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,05,,Research Intern,intern,2006-05-01,2006-08-31,False,False,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,06,,Graduate student (PhD),employee,2007-08-01,2012-10-31,False,True,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,07,/c/SBVwBBQZAR0KMhAJHykRExgMHBY=,Graduate student (PhD),,2007-08-01,2012-10-01,False,,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,08,/c/SBVwHQ8fAAQ=,Sr. Software Engineer,employee,2012-10-01,2016-06-01,False,True,False,False,False
/p/SAZwFQ8MDAMwHgQVHT4G,09,/c/SBVwAwASCQc=,CEO and Founder,founder,2016-11-01,2020-12-01,True,True,False,True,False
/p/SAZwFQ8MDAMwHgQVHT4G,10,,CTO & Co Founder,founder,2016-05-01,2016-11-01,True,True,False,True,False
/p/SAZwFQ8MDAMwHgQVHT4G,11,/c/SBVwRVETBBo=,Co-Founder & Chief Executive Officer,founder,2021-01-01,,True,True,False,True,False
/p/SAZwFQ8MDAMwHgQVHT4G,12,/c/SBVwRVETBBo=,Co-founder and Chief Executive Officer,founder,2022-11-01,,True,True,False,True,False
/p/SAZwFQ8MDAMwHgQVHT4G,13,/c/SBVwEwQfFw0cDhAC,Founder,founder,,,False,,False,True,
/p/SAZwFQ8MDAMwHgQVHT4G,14,/c/SBVwBQIGCTcDDAcU,Manager,employee,,,False,True,False,False,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,01,,Summer Analyst,intern,2009-05-01,2009-06-01,False,False,False,False,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,02,,Analyst,employee,2010-06-01,2013-02-01,False,True,False,False,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,03,,Associate,employee,2013-02-01,2013-07-01,False,True,False,False,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,04,,Co-founder,founder,2013-07-01,2014-02-01,False,True,False,True,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,05,,Co-founder,,2013-07-01,2014-02-01,False,,False,True,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,06,,Co-founder & COO,false_position,2014-06-01,2016-12-01,True,False,False,False,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,07,,Co-founder & COO,,2014-06-01,2016-12-01,True,,False,True,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,08,/c/SBVwHA4fFhwOHw==,"Director, Product Management",operator,2017-03-01,2018-10-01,False,True,False,False,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,09,/c/SBVwRVFbCBs=,Co-Founder & Chief Operating Officer,founder,2020-01-01,,True,True,False,True,False
/p/SAZwFQ8CDg0bMgcCHjoGAA==,10,/c/SBVwRVFbCBs=,Co-Founder,founder,2020-10-01,,False,True,False,True,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,01,,Studentermedhjælp,employee,1998-01-01,2000-12-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,02,,Studentermedhjælp,employee,2000-01-01,2004-12-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,03,,Fuldmægtig,employee,2004-11-01,2005-12-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,04,,Politisk konsulent,employee,2005-12-01,2011-09-30,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,05,,Politisk chefkonsulent,employee,2011-10-01,2011-11-30,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,06,,Souschef,employee,2011-11-01,2012-09-30,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,07,,Seniorkonsulent,employee,2012-09-01,2013-10-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,08,,Kommentator,employee,2013-04-01,2013-10-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,09,,Særlig rådgiver,employee,2013-11-01,2015-05-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,10,/c/SBVwERQZChgKDAs4EzEREwwc,Communications and public affairs manager,employee,2016-02-01,2017-10-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,11,,Freelance rådgiver,advisor,2017-11-01,2018-09-30,False,False,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,12,,Rådgiver (projektansættelse),employee,2017-11-01,2018-01-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,13,,klima attaché,employee,2018-09-01,2021-01-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,14,/c/SBVwRD4GDBscBAoJ,CEO & co-founder,founder,2021-01-01,,True,True,False,True,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,15,/c/SBVwFQ8fCQ0d,Iværksætter,employee,2021-08-01,2021-12-31,False,True,False,False,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,16,/c/SBVwRD4GDBscBAoJ,Co-Founder & Chief Executive Officer,founder,2022-01-01,,True,True,False,True,False
/p/SAZwFQ8FBDcdBAwUKTcRBQ4CCQ4fAQ==,17,/c/SBVwRD4GDBscBAoJ,Co-Founder & CEO,founder,,,True,,False,True,
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,01,,Sales Assistant,employee,2013-10-01,2014-05-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,02,,Sales Assistant,employee,2014-06-01,2014-10-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,03,,Founder,false_position,2015-01-01,2017-12-31,False,False,False,True,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,04,,Legislation,employee,2016-01-01,2016-01-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,05,,"Co-Founder, CEO",employee,2017-01-01,2018-01-01,True,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,06,,Manager Accounting Financial Reporting,employee,2017-05-01,2018-01-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,07,/c/SBVwFgIMOgsAAA==,Associate,alumni,2018-01-01,2020-01-01,False,False,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,08,,Quality Controller,employee,2018-03-01,2018-07-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,09,,Junior Accountant,employee,2019-05-01,2021-03-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,10,/c/SBVwDRQdCg==,Junior Accountant,employee,2019-07-01,2021-03-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,11,,Exploring,employee,2020-01-01,2022-01-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,12,/c/SBVwAwgADBgKCQwG,Founder,,2021-01-01,2022-01-01,False,,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,13,/c/SBVwRQcEFxw=,"Co-Founder, CEO",founder,2022-01-01,,True,True,False,True,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,14,/c/SBVwABMCCwkwHgoLFy0rDR8B,Account Receivable Specialist,employee,2022-02-01,2023-05-01,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,15,/c/SBVwABMCCwkwHgoLFy0rDR8B,General Ledger Accountant,employee,2023-05-01,,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoKFy0HCQI=,16,,Founder,founder,,,False,True,False,True,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,01,/c/SBVwBxQFOgQGCwA4EDYaAAUGAQ4BOggQABcABQQMDg==,Sales and Marketing Director,operator,1983-04-01,1987-03-31,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,02,,Group Chief Executive,executive,1987-04-01,1998-09-30,False,True,True,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,03,,Co founder and Chairman,founder,1998-07-01,2019-12-01,False,True,False,True,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,04,,Non Executive Director,operator,2007-01-01,2010-12-31,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,05,/c/SBVwGQQfFwcwDwQJHQ==,Founder and former Chairman,founder,2007-09-01,2012-12-31,False,True,False,True,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,06,,Co-founder,founder,2009-09-01,2017-12-31,False,True,False,True,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,07,,Visiting Professor,employee,2011-03-01,2014-03-31,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,08,/c/SBVwFRUECDcNDAsM,Founder and former chairman,founder,2013-03-01,2018-01-31,False,True,False,True,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,09,,Chairman,advisor,2013-07-01,2017-11-30,False,False,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,10,/c/SBVwFRUECDcNDAsM,Co-Founder and Chairman,founder,2013-09-20,,False,True,False,True,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,11,,Non Executive Director,operator,2014-01-01,2018-07-31,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,12,,Goldman Visiting Professor of Innovation and Enterprise,employee,2017-03-01,2018-03-31,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,13,,Co-Author,,2018-03-01,,False,,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,14,/c/SBVwHQ0KOgoOAw4=,Member of the Advisory Board,advisor,2018-03-01,2024-07-01,False,False,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,15,,Co-Author,employee,2018-03-01,,False,True,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,16,/c/SBVwTFc0UVhf,Co-founder and former chairman,founder,2018-06-01,,False,,False,True,
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,17,,Co-founder and former chairman,false_position,2018-06-01,2021-12-01,False,False,False,True,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,18,/c/SBVwDggbCAcBCBw4Bj4NDA4LHBw=,"Chairman, Zip Co UK",advisor,2021-04-01,2022-06-01,False,False,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,19,,Advisor,advisor,2022-01-01,2024-07-01,False,False,False,False,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,20,,Independent Non-Executive Director,operator,2022-01-01,2025-02-01,False,True,False,False,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,21,/c/SBVwHBQGCDcIHwoSBg==,Independent non executive director,operator,2022-10-01,2024-10-01,False,True,False,False,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,22,/c/SB9wFRMIDQEKMgIVGSgACQ==,Chairman & Co-Founder,founder,2023-01-01,,False,True,False,True,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,23,,Co-Founder and Chair,founder,2023-08-01,,False,True,False,True,False
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,24,/c/SBVwEQoACg==,NED,advisor,2024-07-01,,False,False,False,False,True
/p/SAZwFQ8fDQcBFDoTHjAZEgQL,25,/c/SBVwAwAGCg==,Board Member,board_member,2024-08-22,,False,False,False,False,True
