person_id,company_id,performance,education_tier,education_level_score,industry,is_founder_of_target,company_founded,label_max_founder_multiple,label
SAZwHg4OOg4dCAAKFzErUVtW,SBVwFQUECQcd,4.647233341598415,5.0,4.0,Healthcare and Biotech,True,1994,9.259469317248556,2
SAZwHggGOgMKDAs=,SBVwBwkF,10.0,4.0,4.0,Healthcare and Biotech,True,1995,12.843441081712829,2
SAZwAA4POgQOAAcCBCs=,SBVwBxgGBwEAAw==,1.0824626865671645,1.0,3.0,Healthcare and Biotech,True,1995,2.6340651494894516,1
SAZwFRMFCgQLMhY4GjYEEQo=,SBVwEA4dFQAOHwg=,4.464961939946161,2.0,3.0,Healthcare and Biotech,True,1995,4.709397959177949,1
SAZwEA4eAgQOHjoPFzEHDAoLBg==,SBVwEQoEFjcNHwAQGz4HFQ4X,0.4531354748933974,1.0,3.0,Healthcare and Biotech,True,1995,1.2934058646294802,0
SAZwBxUKCzcDDBUOEioH,SBVwERkKBhwwHgYOEzEXBBg=,10.0,2.0,4.0,Healthcare and Biotech,True,1995,102.78799654743008,4
SAZwEA4FCwkwBQQdFy0Q,SBVwERkKBhwwHgYOEzEXBBg=,10.0,4.0,2.0,Healthcare and Biotech,True,1995,102.78799654743008,4
SAZwEAAFDA0DMhYTEzoaAwcMAw==,SBVwERkKBhwwHgYOEzEXBBg=,10.0,5.0,4.0,Healthcare and Biotech,True,1995,102.78799654743008,4
SAZwBg4FOgsABQAJKTIQ,SBVwFQIEFwwOMhEPEy0VEQ4QHAYOFg==,1.1077128537735847,5.0,4.0,Healthcare and Biotech,True,1995,0.6451544033105574,0
SAZwGAgEFzcMDBcKGTErEQM6DA==,SBVwFxQZABwKDg0=,0.6857142857142857,3.0,3.0,Healthcare and Biotech,True,1995,3.553755006635346,1
SAZwFQ0HBAYwDxcGEjMRGA==,SBVwGAQTDAsAAzoAEzERFQIGGw==,6.68175,4.0,5.0,Healthcare and Biotech,True,1995,9.385088852702935,2
SAZwFRMfDR0dMhE4BT4aBRg6BTAJOhceABA+,SBVwGAQTDAsAAzoAEzERFQIGGw==,6.68175,3.0,3.0,Healthcare and Biotech,True,1995,9.385088852702935,2
SAZwHg4DCxsAAzoCAD4=,SBVwGAQTDAsAAzoAEzERFQIGGw==,6.68175,2.0,4.0,Healthcare and Biotech,True,1995,9.385088852702935,2
SAZwGgQCCTccAAwLEyY=,SBVwBAkSEQ0D,3.061373775954369,5.0,1.0,Healthcare and Biotech,True,1996,12.827027378657757,2
SAZwHg4DCzcLAgcGHQAZBQ==,SBVwEAQZCBwKDg04HzEABBkLCRsECgkXMw==,1.067015504110046,3.0,4.0,Healthcare and Biotech,True,1996,3.906079912189189,1
SAZwGQgAADcLAgEUGTE=,SBVwEg4TDQcDAQoQKSsRAgMLBwMCAg4TLA==,2.745505711083625,1.0,3.0,Healthcare and Biotech,True,1996,25.091706890438974,3
SAZwHg4DCzccBAgXBTAaPltUWA==,SBVwEg4TDQcDAQoQKSsRAgMLBwMCAg4TLA==,2.745505711083625,1.0,2.0,Healthcare and Biotech,True,1996,25.091706890438974,3
SAZwBwIEERwwCgwLFDoGFTRVWF4=,SBVwFQIIEAUKGRcOFSw=,7.374126984126984,2.0,4.0,Healthcare and Biotech,True,1996,0.3844803157181087,0
SAZwHg4DCzcdCBYEHjACEgAc,SBVwFQIIEAUKGRcOFSw=,7.374126984126984,1.0,4.0,Healthcare and Biotech,True,1996,0.3844803157181087,0
SAZwAAkECAkcMgcGEy0rEQM6DA==,SBVwFRMIER0d,7.459534081104401,1.0,2.0,Healthcare and Biotech,True,1996,0.3456807156080538,0
SAZwEAAdDAwwDgQUAj4YBQI=,SBVwFwAPAAYbAAADHzwVDQ==,0.7436315155121852,2.0,3.0,Healthcare and Biotech,True,1996,1.4276739703480024,0
SAZwBxUOEw0wFAoSGDg=,SBVwFwQbDQ0GCQ==,9.597816914364364,3.0,3.0,Healthcare and Biotech,True,1996,9.466684548049283,2
SAZwEAQFCwEcMg04ETYREgILDw==,SBVwFwQbDQ0GCQ==,9.597816914364364,5.0,3.0,Healthcare and Biotech,True,1996,9.466684548049283,2
SAZwExMOAgcdFDoMGSkVAhg=,SBVwFwQbDQ0GCQ==,9.597816914364364,5.0,3.0,Healthcare and Biotech,True,1996,9.466684548049283,2
SAZwGT4KCQQKAzoJGS0ACRkQGDAdDQMpOQYSCA==,SBVwFwQbDQ0GCQ==,9.597816914364364,2.0,4.0,Healthcare and Biotech,True,1996,9.466684548049283,2
SAZwHxQZETcfCBECBCwRDw==,SBVwFwQbDQ0GCQ==,9.597816914364364,1.0,3.0,Healthcare and Biotech,True,1996,9.466684548049283,2
SAZwBwgGBwkwCgwLGg==,SBVwGQATHA8KAw==,10.0,1.0,4.0,Healthcare and Biotech,True,1996,20.92887868191456,3
SAZwEw4ZAQcBMhcOGDgbDQ8=,SBVwGQATHA8KAw==,10.0,1.0,4.0,Healthcare and Biotech,True,1996,20.92887868191456,3
SAZwFQ0ODwkBCRcIKSUVBw0EGgADDDhGb0U=,SBVwGQATHA8KAw==,10.0,1.0,4.0,Healthcare and Biotech,True,1996,20.92887868191456,3
SAZwBAQfABowCxcOBTcVFA0=,SBVwGQQPFgsOHQA=,10.0,2.0,3.0,Healthcare and Biotech,True,1996,19.43148253692333,3
SAZwBgAFAREwDxABEDAGBQ==,SBVwABMCCQcIFDoPEz4YFQM6GwofEw4VOgc=,3.111328125,3.0,3.0,Healthcare and Biotech,True,1997,3.532573826326147,1
SAZwBAAeCTcNAQAOFTcREw==,SBVwBAkKFg0wCwoVAT4GBQ==,6.399727173913044,2.0,5.0,Healthcare and Biotech,True,1997,9.663520718975963,2
SAZwBggIDQkdCToDFzMR,SBVwBAkKFg0wCwoVAT4GBQ==,6.399727173913044,5.0,3.0,Healthcare and Biotech,True,1997,9.663520718975963,2
SAZwFRQMEBsbBAsCKTMVFgcKGg==,SBVwBAkKFg0wCwoVAT4GBQ==,6.399727173913044,3.0,3.0,Healthcare and Biotech,True,1997,9.663520718975963,2
SAZwEAAdDAwwAAQVAjYaPgYBN19dVA==,SBVwEQ4YBwEAGQAEHg==,2.4430537097449356,2.0,3.0,Healthcare and Biotech,True,1997,0.8645131710752249,0
SAZwBg4JABobMgECFDMVEgIK,SBVwFwAZAA8GGwAVBQ==,1.0,1.0,5.0,Healthcare and Biotech,True,1997,0.0,0
SAZwBg4JOg8dCAAJEw==,SBVwGQgIFwcZCAsT,1.6089912280701757,5.0,4.0,Healthcare and Biotech,True,1997,14.75338983517151,2
SAZwEAAdDAwwCwwUFTcRDQc6GAcyAQ==,SBVwGgQeFwcfDAYC,5.997395833333333,2.0,3.0,Healthcare and Biotech,True,1997,13.009145311419926,2
SAZwEhMKCwMwCwwUFTcREw==,SBVwGgQeFwcfDAYC,5.997395833333333,4.0,3.0,Healthcare and Biotech,True,1997,13.009145311419926,2
SAZwFQ8FOgs=,SBVwGgQeFwcfDAYC,5.997395833333333,5.0,5.0,Healthcare and Biotech,True,1997,13.009145311419926,2
SAZwFQwCETccCBEPHwBEUV0=,SBVwGgQeFwcfDAYC,5.997395833333333,1.0,4.0,Healthcare and Biotech,True,1997,13.009145311419926,2
SAZwDQgFAjcVBQQJEQBEUFg=,SBVwBwQKERwDCDoAEzERFQIGGw==,8.901002824985817,4.0,3.0,Healthcare and Biotech,True,1998,9.316545923779,2
SAZwFhMKCwwAAzoEHj4aBQcAGjBdVVU=,SBVwBwQKERwDCDoAEzERFQIGGw==,8.901002824985817,5.0,4.0,Healthcare and Biotech,True,1998,9.316545923779,2
SAZwEwAZHDcWAhcMKS8cPg8=,SBVwEQwKAg0AAw==,4.4062146892655365,2.0,3.0,Healthcare and Biotech,True,1998,28.7696293440016,3
SAZwFgAZEQcBMgISAjcGCA46BQs=,SBVwEQwKAg0AAw==,4.4062146892655365,2.0,3.0,Healthcare and Biotech,True,1998,28.7696293440016,3
SAZwHg4YABgHMhI=,SBVwEQwKAg0AAw==,4.4062146892655365,4.0,4.0,Healthcare and Biotech,True,1998,28.7696293440016,3
SAZwBAAeCTcHGAsTEy0rUVtc,SBVwFQ0fFwEX,0.2462585271382475,3.0,5.0,Healthcare and Biotech,True,1998,5.415869558069365,1
SAZwHg4YABgHMg44FDoYAAUKDgk=,SBVwFw4ZBg0fGToTHjoGABsAHRsEBhQ=,10.0,5.0,1.0,Healthcare and Biotech,True,1998,34.90208157083691,3
SAZwFwAGDAQDDDoIGiwbDw==,SBVwFwAGDBwdAg==,4.416770186335404,3.0,3.0,Healthcare and Biotech,True,1998,3.997017462591105,1
SAZwGQAZDjcZCAkLEzwV,SBVwFwYCOhgHDBcKFzwRFB8MCw4BFg==,10.0,2.0,4.0,Healthcare and Biotech,True,1998,5.144919420351409,1
SAZwHRMKOgUKAQkKFzE=,SBVwFwYCOhgHDBcKFzwRFB8MCw4BFg==,10.0,4.0,4.0,Healthcare and Biotech,True,1998,5.144919420351409,1
SAZwEAAdDAwwBhcGADYAGw==,SBVwGAgNAAQGAwA4BTwdBAURAQkEBg==,1.390302791837319,2.0,4.0,Healthcare and Biotech,True,1998,0.6934154950592868,0
SAZwBAAeCTcNAhETGTIYBBI=,SBVwGRMCOgEBGQAVADoaFQIKBhw=,1.0,1.0,3.0,Healthcare and Biotech,True,1998,0.4443740150919206,0
SAZwHg4FBBswCxcOBQAaPltVWQ==,SBVwGgQeFwcBAhMG,0.499090545621816,3.0,3.0,Healthcare and Biotech,True,1998,0.3498563040885163,0
SAZwAwQFAREKMhcIFD0dDxg=,SBVwGgQeFwcICBYf,1.1808201927789472,3.0,5.0,Healthcare and Biotech,True,1998,1.088040093573448,0
SAZwFhMOERwwHwoFEy0AEgQLNwUJ,SBVwGgQeFwcICBYf,1.1808201927789472,1.0,3.0,Healthcare and Biotech,True,1998,1.088040093573448,0
SAZwAA4FHDcMFwQVGDYf,SBVwHQ0HEAUGAwQ=,10.0,5.0,4.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwBxUOEw0BMgQSEToG,SBVwHQ0HEAUGAwQ=,10.0,5.0,4.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwEAAdDAwwGgQLAg==,SBVwHQ0HEAUGAwQ=,10.0,1.0,3.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwEQgFBBwwAAATDDoG,SBVwHQ0HEAUGAwQ=,10.0,5.0,4.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwFQ8fDQcBFDoEDD4GDwIONx8FOgM=,SBVwHQ0HEAUGAwQ=,10.0,5.0,3.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwFQwKCwwOMgYGBTcdDw==,SBVwHQ0HEAUGAwQ=,10.0,3.0,4.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwGAAcFw0BDgA4FDAXCg==,SBVwHQ0HEAUGAwQ=,10.0,1.0,3.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwGQAZDjcMBQACKW9EUA==,SBVwHQ0HEAUGAwQ=,10.0,4.0,4.0,Healthcare and Biotech,True,1998,35.59931142398142,3
SAZwGQ4ZEQ0BMgAVHzQHEx4B,SBVwHQ8dDB4AHgAJBTo=,0.7690576238742471,1.0,3.0,Healthcare and Biotech,True,1998,1.1020553363860754,0
SAZwFhMCBAYwHwoUEzESBAcB,SBVwHQI0EBsO,1.4541272278664732,5.0,5.0,Healthcare and Biotech,True,1998,20.819202160867064,3
SAZwGQgIDQkKAToFBDoHDQQS,SBVwHQI0EBsO,1.4541272278664732,2.0,5.0,Healthcare and Biotech,True,1998,20.819202160867064,3
SAZwHgQKCzcfBAAVBDorEgQIBQ4JChQFNisRAzoM,SBVwHQUOCwEXMhUPFy0ZAAgAHRsEBgYaLA==,5.806267861425402,2.0,4.0,Healthcare and Biotech,True,1998,4.180208235176649,1
SAZwHgAIDgEKMgAGBSsDDgQB,SBVwBwAHDA0BGToUAy0TCAgEBDAZAAQeMRsNBAIBCh4=,5.089173121960008,5.0,3.0,Healthcare and Biotech,True,1999,23.569455878018445,3
SAZwHgAIFB0KAQwJEwARABgRHwACAQ==,SBVwBwAHDA0BGToUAy0TCAgEBDAZAAQeMRsNBAIBCh4=,5.089173121960008,3.0,3.0,Healthcare and Biotech,True,1999,23.569455878018445,3
SAZwHgASOh8wHgYPGzoYFQ4X,SBVwBwAHDA0BGToUAy0TCAgEBDAZAAQeMRsNBAIBCh4=,5.089173121960008,5.0,3.0,Healthcare and Biotech,True,1999,23.569455878018445,3
SAZwDRcOFjcFMhcOFDodDQc=,SBVwBwISCw0XBBY=,0.4514926892201835,4.0,4.0,Healthcare and Biotech,True,1999,0.2135169025580951,0
SAZwHgAGABswCwQeBTAaPhsIGA==,SBVwBwISCw0XBBY=,0.4514926892201835,1.0,4.0,Healthcare and Biotech,True,1999,0.2135169025580951,0
SAZwERMCBgMwDgkIHyc=,SBVwBxECCw0wAwAfAg==,1.7159750917676793,5.0,5.0,Healthcare and Biotech,True,1999,1.770646492629367,1
SAZwGQgZOgECHwQJ,SBVwDg4FBBoKMggCEjYXAAc6GxYeEQIbLA==,0.1536991062562065,4.0,4.0,Healthcare and Biotech,True,1999,0.7233204132250016,0
SAZwBxUOFQAKAzoWAz4fBA==,SBVwEg0eDAwGCgg=,4.198313625000001,2.0,4.0,Healthcare and Biotech,True,1999,4.200233035295413,1
SAZwEwABEBswGgoVAjcdDwwRBwE=,SBVwEg0eDAwGCgg=,4.198313625000001,5.0,4.0,Healthcare and Biotech,True,1999,4.200233035295413,1
SAZwEAgZDjccAgAJHSwRDw==,SBVwFREOFwEAMhECFTcaDgcKDwYIFg==,1.5168465094106078,3.0,3.0,Healthcare and Biotech,True,1999,10.953842999785785,2
SAZwBAAeCTcJHxAJBSsVCAU=,SBVwFRkECzcBCBAVGSwXCA4LCwoyBBM=,,2.0,3.0,Healthcare and Biotech,True,1999,0.0,0
SAZwGQAZEQEBMgYGFD4QAAE=,SBVwFRkECzcBCBAVGSwXCA4LCwoyBBM=,,1.0,4.0,Healthcare and Biotech,True,1999,0.0,0
SAZwGQgIDQkDMgsIAD4fPhsNNws=,SBVwFRkECzcBCBAVGSwXCA4LCwoyBBM=,,1.0,5.0,Healthcare and Biotech,True,1999,0.0,0
SAZwAAQZFw0BMhUCHyUREw==,SBVwFw0OBBoOAxE=,0.6776904634327706,5.0,3.0,Healthcare and Biotech,True,1999,1.1291852271067937,0
SAZwGAAZFxEwDwoEHQ==,SBVwFw4FAwcdAAQ4AjcREwoVDRoZDAQF,1.4423312507029051,2.0,3.0,Healthcare and Biotech,True,1999,3.819084630454491,1
SAZwGAAcFw0BDgA4EC0dFRE=,SBVwFw4FAwcdAAQ4AjcREwoVDRoZDAQF,1.4423312507029051,5.0,3.0,Healthcare and Biotech,True,1999,3.819084630454491,1
SAZwDAgKCw8WDAsAKSYR,SBVwGBQGChswHQ0GBDIV,2.4575952521436717,4.0,4.0,Healthcare and Biotech,True,1999,0.5480985605386304,0
SAZwFQ8PFw0YMgsCHzMrUVtX,SBVwGBQGChswHQ0GBDIV,2.4575952521436717,4.0,3.0,Healthcare and Biotech,True,1999,0.5480985605386304,0
SAZwHQAFOhoaDwwJ,SBVwGQAfFwEXGQ==,1.0,1.0,4.0,Healthcare and Biotech,True,1999,0.0,0
SAZwBg4JABobMgkGGDgREzRVWFs=,SBVwGQIDDBgc,1.4274038018516728,2.0,5.0,Healthcare and Biotech,True,1999,0.2724968675049037,0
SAZwGQgIDQkKAToEHzIVPhsNNws=,SBVwGQIDDBgc,1.4274038018516728,2.0,1.0,Healthcare and Biotech,True,1999,0.1263384433835476,0
SAZwHg4DCzccDAsTHzEd,SBVwGQIDDBgc,1.4274038018516728,1.0,3.0,Healthcare and Biotech,True,1999,0.1263384433835476,0
SAZwAAAZAAMwHg0CBDYS,SBVwGQQPDAwOGQQ4BTAYFB8MBwEe,10.0,4.0,4.0,Healthcare and Biotech,True,1999,50.21187998179446,3
SAZwEQUcBBoLMgwMEzgBAgMMNwIJ,SBVwGQQPDAwOGQQ4BTAYFB8MBwEe,10.0,5.0,4.0,Healthcare and Biotech,True,1999,50.21187998179446,3
SAZwEw0OCzcLCDoRBDYREg==,SBVwGQQPDAwOGQQ4BTAYFB8MBwEe,10.0,1.0,3.0,Healthcare and Biotech,True,1999,50.21187998179446,3
SAZwDRQOOhwKBToNFzETPhsNNws=,SBVwHQ8fAA8dDBECEgACABgGHQMMFzgFJgcVDggb,0.6543972521127858,2.0,3.0,Healthcare and Biotech,True,1999,3.175327571344095,1
SAZwBAQfABowHwAJDDY=,SBVwHQwKAg0wHhEVEz4ZPgYADAYOBAs=,2.835972398314107,5.0,3.0,Healthcare and Biotech,True,1999,2.228033245924446,1
SAZwEQUPDA0wAAwTFTcRDQc=,SBVwHQwKAg0wHhEVEz4ZPgYADAYOBAs=,2.835972398314107,4.0,3.0,Healthcare and Biotech,True,1999,2.228033245924446,1
SAZwDQ4ZBAUwCBYPEzMrEQM6DA==,SBVwAQ0fFwkcBQQXEw==,1.0,1.0,3.0,Healthcare and Biotech,True,2000,0.2396299321332859,0
SAZwFQwCOg8DBAYMGz4aPhsNNws=,SBVwAQ0fFwkcBQQXEw==,1.0,3.0,3.0,Healthcare and Biotech,True,2000,0.2396299321332859,0
SAZwEBMEFzcHDBcGAiw=,SBVwAgMHOhwHCBcGBjoBFQIGGw==,1.12,1.0,4.0,Healthcare and Biotech,True,2000,1.1630033413848022,0
SAZwAwgHCQEOADoXFy0fBBk6WF9V,SBVwBA8bOhwHCBcGBjoBFQIGGw==,1.0,4.0,1.0,Healthcare and Biotech,True,2000,0.0,0
SAZwERMCBjccAhcUFTcREw==,SBVwBA8bOhwHCBcGBjoBFQIGGw==,1.0,5.0,1.0,Healthcare and Biotech,True,2000,0.0,0
SAZwAw4HAw8OAwI4BQAcDwwABjAAAQ==,SBVwBAACCgY=,0.940608121151292,2.0,3.0,Healthcare and Biotech,True,2000,1.0435855435478636,0
SAZwGQAZDAcDDDoUKTcaBg4LNx8FOgM=,SBVwBAACCgY=,0.940608121151292,1.0,5.0,Healthcare and Biotech,True,2000,1.0435855435478636,0
SAZwEQ0IDQkBDAs4FC0BAgANDQYAABU=,SBVwBgANBA0DAAADHzwVDQ==,1.0,2.0,3.0,Healthcare and Biotech,True,2000,0.0,0
SAZwFQAZCgYwCwALEjIVDw==,SBVwBgANBA0DAAADHzwVDQ==,1.0,3.0,5.0,Healthcare and Biotech,True,2000,0.0,0
SAZwFwkZDBsbAhUPEy0rDAoXHAYD,SBVwBxECFwcICAs=,7.902010622024372,1.0,4.0,Healthcare and Biotech,True,2000,32.35630119612242,3
SAZwBwAGDBowHQQTEzMrUVtX,SBVwERgOEQ0MBToXHj4GDAoGDRoZDAQXMwc=,10.0,1.0,3.0,Healthcare and Biotech,True,2000,24.99773683199443,3
SAZwEAAdDAwwChAeEy0rDA8=,SBVwERgOEQ0MBToXHj4GDAoGDRoZDAQXMwc=,10.0,5.0,5.0,Healthcare and Biotech,True,2000,24.99773683199443,3
SAZwGQAZEREwCgkOFTQ=,SBVwERgOEQ0MBToXHj4GDAoGDRoZDAQXMwc=,10.0,4.0,4.0,Healthcare and Biotech,True,2000,24.99773683199443,3
SAZwHg4DCzcCDgkGAzgcDQILNwUJ,SBVwERgOEQ0MBToXHj4GDAoGDRoZDAQXMwc=,10.0,1.0,5.0,Healthcare and Biotech,True,2000,24.99773683199443,3
SAZwEAAdDAwwAQoEHTcVEx86WF9c,SBVwFQwJDBwwDwwIBTwdBAUGDRw=,0.1774567095218755,2.0,4.0,Healthcare and Biotech,True,2000,0.646394788317087,0
SAZwEAAdDAwwDBAUAjYaPhsNNws=,SBVwFQwJDBwwDwwIBTwdBAUGDRw=,0.1774567095218755,2.0,4.0,Healthcare and Biotech,True,2000,0.646394788317087,0
SAZwBg4FBAQLMgcVEz4fBBk=,SBVwFRMIDQ0CBB0=,0.4372253905074544,4.0,3.0,Healthcare and Biotech,True,2000,1.333642808208016,0
SAZwEAAdDAwwADoCBiwABAIL,SBVwFRMIDQ0CBB0=,0.4372253905074544,3.0,3.0,Healthcare and Biotech,True,2000,1.333642808208016,0
